record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0014041,10/01/2026,SCH0252,7,250,230,No,Class Teacher
ATT0001906,26/10/2025,SCH0369,1,199,199,Working,
ATT0015425,2025-11-20,SCH0396,9,179,107,True,Headmaster
,19-Nov-2025,S0122,1,281,230,Haan,
ATT0018290,2025/09/17,S0198,V,164,164,True,Class Teacher
ATT0014790,31.05.2025,SCH0312,6,220,144,True,Class Teacher
,12.10.2025,SCH-0273,2,228,220,True,Admin
ATT0002584,26/11/2025,SCH0054,I,48,45,Y,Class Teacher
ATT0003529,2025-08-17,SCH-0514,3,178,118,1,Class Teacher
ATT0013514,02.04.2025,sch0448,I,73,70,Y,Headmaster
ATT0009959,01/03/2026,SCH0480,IV,205,157,Yes,HM
ATT0001430,11.03.2026,SCH0085,5,115,115,True,Clerk
ATT0015002,03-02-2026,S0248,9,247,183,Yes,Clerk
ATT0014919,04-Dec-2025,sch0045,2,97,74,True,Clerk
ATT0000218,31/03/2026,SCH-0210,I,100,65,False,Class Teacher
ATT0012332,02-19-2026,SCH0049,II,153,126,haan,
ATT0014555,24/11/2025,SCH0330,III,67,57,True,HM
ATT0015534,10-Feb-2026,SCH0290,3,120,113,1,Clerk
ATT0001397,2025/05/01,sch0590,5,232,196,1,Headmaster
ATT0007817,24/09/2025,S0312,1,94,65,True,Class Teacher
ATT0004402,2025-09-01,sch0235,V,291,291,True,Class Teacher
ATT0016952,04-08-2025,SCH0012,7,66,64,Hai,HM
ATT0018360,01.06.2025,SCH0125,3,195,133,True,
ATT0001740,13/10/2025,sch_0489,3,170,149,True,Admin
ATT0012790,01-01-2026,SCH-0583,III,287,186,H,
ATT0018558,2025-10-29,SCH0043,IV,129,117,True,Headmaster
ATT0018243,22/06/2025,sch0403,II,73,60,Yes,Class Teacher
ATT0012815,2025-11-30,SCH-0532,3,143,129,Available,Clerk
ATT0012913,06-16-2025,SCH-0465,4,295,251,Working,Headmaster
ATT0016477,2025/06/28,sch_0415,10,277,182,Yes,HM
ATT0006336,2025-08-07,SCH-0555,7,169,110,True,
ATT0004029,2025-07-18,sch_0212,5,300,285,True,Clerk
ATT0007404,06/09/2025,0595,V,126,94,1,
ATT0003966,01-Oct-2025,SCH0286,6,134,91,Available,Clerk
ATT0013900,2026-03-01,SCH0415,III,254,194,False,Admin
ATT0003975,04/07/2025,SCH-0110,V,150,98,Functional,Admin
ATT0010512,08/11/2025,0536,III,258,163,True,Headmaster
ATT0004280,2025/04/03,sch_0211,1,59,78,Working,Clerk
ATT0001188,2026-03-21,SCH0176,6,219,186,True,
ATT0007946,2025-11-03,SCH-0544,3,285,278,Haan,Clerk
ATT0018183,15/05/2025,SCH-0058,I,168,104,Under Repair,Class Teacher
,2025-08-08,SCH-0169,10,136,109,True,Class Teacher
ATT0012984,2025-10-29,sch0428,7,292,230,Functional,Class Teacher
ATT0003376,14/12/2025,SCH0593,6,241,170,True,
ATT0019394,2026-03-10,SCH0320,V,198,169,True,Class Teacher
ATT0005816,14/11/2025,SCH-0162,V,210,143,H,
ATT0001839,12-Apr-2025,S0303,9,45,38,False,Class Teacher
ATT0011733,2025-12-29,SCH0205,8,261,225,Available,Headmaster
ATT0003827,2025/04/27,sch0234,I,242,258,1,Clerk
ATT0003821,15/01/2026,SCH0423,6,109,105,True,Headmaster
ATT0003644,09-22-2025,SCH0533,9,127,92,Y,Class Teacher
ATT0002731,26/11/2025,S0157,6,120,116,Yes,Headmaster
ATT0004339,2025/04/11,sch_0547,9,179,112,True,
ATT0000388,08-21-2025,SCH0370,5,255,219,True,Admin
ATT0016145,03.10.2025,sch0500,5,198,187,Working,Clerk
ATT0017461,23/06/2025,sch0312,6,122,101,True,Headmaster
ATT0015403,2025/09/15,sch_0151,IV,196,186,Nahi,Clerk
ATT0012435,09-21-2025,SCH0245,3,264,264,True,
ATT0001036,25.09.2025,SCH-0051,1,230,239,Haan,
ATT0013645,09-24-2025,SCH0132,3,133,109,True,Clerk
ATT0016148,2026-01-12,SCH0467,6,219,131,,Admin
ATT0002449,2025/07/02,SCH-0110,IV,139,86,1,Class Teacher
ATT0000842,02/08/2025,SCH0394,3,300,277,Yes,Class Teacher
ATT0008914,2025/09/05,SCH0373,II,210,175,1,HM
ATT0015751,01/04/2025,S0203,V,57,48,N,Admin
ATT0019073,28-Apr-2025,sch0418,6,274,184,H,HM
ATT0013370,2025-12-16,SCH0179,8,114,132,1,Admin
ATT0019929,04.05.2025,sch_0230,8,269,269,1,Headmaster
ATT0009792,2025/06/20,0235,I,269,196,haan,Clerk
ATT0013470,2025-12-26,0209,IV,70,53,False,Admin
ATT0014611,04-Nov-2025,SCH0256,6,109,68,Hai,Admin
ATT0003296,04-04-2025,sch_0114,IV,93,77,False,Class Teacher
ATT0012265,2025/06/09,SCH0138,9,223,176,Y,Headmaster
ATT0019970,12.04.2025,SCH0475,8,50,42,Haan,Class Teacher
ATT0006150,04.09.2025,SCH0443,6,225,178,Broken,HM
ATT0003311,2025-06-27,sch0154,II,144,134,H,Headmaster
ATT0007811,31-May-2025,SCH-0247,10,255,235,True,Clerk
ATT0003046,30/05/2025,SCH-0518,7,202,185,1,Admin
ATT0019329,2025/06/11,S0488,6,111,98,Hai,
ATT0019718,05-22-2025,sch0061,IV,77,58,True,Class Teacher
ATT0007701,2025-05-23,SCH0091,6,104,88,Hai,Class Teacher
ATT0018289,2025/08/28,sch_0504,III,89,59,True,Class Teacher
ATT0007922,2025-07-20,sch0386,2,150,122,True,Headmaster
ATT0007986,2025-12-25,sch_0473,5,86,76,True,Class Teacher
ATT0019910,2025-09-25,SCH-0272,4,165,135,True,HM
ATT0002066,06.05.2025,0311,7,182,109,False,Headmaster
ATT0004903,2025/12/23,SCH-0571,IV,65,39,Haan,Clerk
ATT0018677,12-31-2025,0583,8,161,103,H,Class Teacher
ATT0001445,17/07/2025,SCH0484,III,207,148,True,Clerk
ATT0008343,2025-09-10,SCH0215,1,251,196,True,Class Teacher
ATT0001373,21/01/2026,SCH0212,4,45,40,True,Clerk
ATT0000279,2025-07-22,SCH0490,9,273,179,True,
ATT0019628,06-Feb-2026,sch0003,III,202,143,Yes,Clerk
ATT0017067,2025-08-13,S0100,V,98,64,False,Admin
ATT0018504,2026-02-07,0330,9,178,142,haan,Headmaster
ATT0003634,2025-12-25,sch0435,III,294,223,Y,Clerk
ATT0000514,2025-06-28,SCH0306,II,199,140,Hai,Headmaster
ATT0006600,2025/09/16,S0483,I,243,210,haan,Headmaster
ATT0006552,18-Dec-2025,SCH0035,8,203,165,False,Class Teacher
ATT0007016,03-Mar-2026,S0532,3,204,132,1,Admin
ATT0009682,16-Dec-2025,SCH-0204,5,241,172,Yes,Clerk
ATT0011744,16/12/2025,sch_0143,6,278,245,,HM
ATT0002381,06/12/2025,SCH0012,1,78,47,1,Clerk
ATT0017889,2025-11-30,SCH-0516,7,170,182,1,
ATT0011156,10-Mar-2026,sch_0050,III,168,127,True,HM
ATT0015061,19/11/2025,sch0506,10,149,112,Y,Clerk
ATT0004187,2026-02-26,SCH-0243,III,196,152,1,Clerk
ATT0007590,01.03.2026,sch0140,2,113,85,Haan,
ATT0018114,20.04.2025,sch_0267,7,122,81,True,Admin
ATT0012035,2025-07-20,SCH0274,8,83,100,Working,Clerk
ATT0007616,26.11.2025,0199,III,273,229,haan,Admin
ATT0010770,18/07/2025,S0118,10,139,121,True,HM
ATT0009689,18.11.2025,SCH0252,7,236,159,No,HM
ATT0006146,06-19-2025,sch0588,8,294,192,Y,HM
ATT0011747,2025-11-27,sch_0210,2,159,136,1,
ATT0006165,14/12/2025,sch0029,V,235,214,Working,Admin
ATT0011061,05-08-2025,SCH-0550,1,240,145,True,Headmaster
ATT0017200,08-May-2025,SCH0343,III,163,113,True,Admin
ATT0011124,08-06-2025,sch_0025,6,186,197,haan,HM
ATT0008055,24/03/2026,sch_0194,3,296,223,True,Class Teacher
ATT0002404,2026/03/21,sch0517,9,106,90,True,HM
ATT0015053,2025-04-21,0266,6,297,288,True,Class Teacher
ATT0006892,2025-07-19,SCH-0556,III,261,267,haan,Class Teacher
ATT0015291,10-Sep-2025,SCH0351,4,64,53,Kharab,Headmaster
ATT0007597,24-Jun-2025,SCH0120,IV,129,82,True,Admin
ATT0012253,2026-03-12,SCH0238,IV,300,197,True,Clerk
ATT0002860,15-Oct-2025,SCH0455,2,268,225,Haan,Class Teacher
ATT0007657,02-Oct-2025,SCH0102,4,152,111,Haan,HM
ATT0012408,05-27-2025,SCH-0252,II,244,214,Functional,Headmaster
ATT0006535,2026/02/07,SCH0404,IV,151,117,Functional,Clerk
ATT0008370,2025-05-18,SCH0381,II,277,246,True,Clerk
ATT0013583,2026-03-11,SCH0293,10,92,58,True,Class Teacher
ATT0004075,24.01.2026,SCH0582,5,108,100,Available,HM
ATT0012083,06.05.2025,SCH0215,3,294,177,Hai,Clerk
ATT0001706,2025/10/04,SCH0201,II,146,113,True,Class Teacher
ATT0011106,27/12/2025,S0204,8,185,112,True,
ATT0002725,21.03.2026,sch_0135,5,275,283,True,Headmaster
ATT0009163,02-Jul-2025,SCH0108,3,291,204,1,Headmaster
ATT0000477,08-Nov-2025,SCH0272,10,202,135,True,Admin
ATT0012289,07-20-2025,SCH-0474,7,273,188,Available,Class Teacher
ATT0016304,20/07/2025,SCH0383,IV,120,93,True,HM
ATT0008910,08-12-2025,SCH-0236,6,148,114,1,
ATT0019783,10-Feb-2026,S0276,7,206,206,True,Clerk
ATT0015990,2025-05-14,sch_0015,III,159,118,haan,Class Teacher
ATT0017233,10/08/2025,sch_0222,9,217,217,Y,Class Teacher
ATT0012545,12/06/2025,sch0013,8,257,174,haan,HM
ATT0014067,16-Jul-2025,sch_0584,5,204,212,Haan,HM
ATT0006199,2025-04-08,SCH-0030,2,258,166,Functional,Headmaster
ATT0017206,12.01.2026,sch_0535,II,80,73,Available,Headmaster
ATT0016592,30/03/2026,SCH-0198,1,54,40,True,Class Teacher
ATT0005036,26.09.2025,SCH-0381,4,178,158,haan,Admin
ATT0012760,2025-12-20,SCH0121,2,260,213,True,HM
ATT0000971,2025-05-05,SCH-0328,V,124,116,True,HM
ATT0013057,03-09-2026,SCH0116,I,253,189,Yes,Headmaster
ATT0004505,2025/09/29,sch_0326,1,110,78,Nahi,
ATT0016661,2025-07-15,SCH-0502,10,196,125,Hai,Clerk
ATT0019012,05.03.2026,SCH-0359,8,217,168,N,Admin
ATT0017109,2026-03-21,0534,1,78,74,Hai,
ATT0017136,03/12/2025,SCH0347,III,89,89,Available,Headmaster
ATT0012239,2025/09/29,SCH0070,9,124,91,Hai,
ATT0017213,22/12/2025,S0137,10,88,82,True,Admin
ATT0016791,04-26-2025,SCH-0016,2,74,49,True,Headmaster
ATT0006919,02-11-2026,SCH-0507,V,269,257,0,
ATT0010330,2025/10/10,sch_0043,IV,288,175,H,Headmaster
ATT0012961,2026-01-09,SCH0188,I,237,206,True,Headmaster
ATT0014638,2025/10/09,SCH0401,4,241,214,Kharab,Admin
ATT0010135,2025/12/26,SCH0272,9,47,38,Functional,Admin
ATT0009539,02/06/2025,S0189,4,110,67,True,Admin
ATT0003036,2025-10-07,SCH0016,I,176,130,Yes,HM
ATT0009564,29.08.2025,sch0456,2,84,73,Haan,Admin
ATT0019821,12-08-2025,sch_0077,9,297,289,True,Class Teacher
ATT0000734,2025-05-05,SCH0023,III,251,161,1,Headmaster
ATT0015747,28-Dec-2025,S0008,3,171,103,haan,Class Teacher
ATT0018065,05-01-2025,sch0551,6,120,90,True,Class Teacher
ATT0009388,06/03/2026,sch_0511,IV,264,230,Haan,
ATT0005684,01/04/2025,SCH0285,7,133,92,Y,Clerk
ATT0007647,11-28-2025,SCH0578,7,59,48,haan,Class Teacher
ATT0010109,14-Jan-2026,sch0321,6,290,180,Yes,Class Teacher
ATT0015960,2025-07-18,SCH0291,II,75,72,True,
ATT0014875,2025-10-21,SCH0132,9,45,63,Working,
ATT0002930,18-Apr-2025,SCH0134,V,48,35,True,Class Teacher
ATT0015066,16.08.2025,SCH0072,6,82,53,haan,Class Teacher
ATT0017058,08/07/2025,SCH0294,10,223,202,H,Headmaster
ATT0018634,2025/12/25,SCH0366,9,71,44,,Class Teacher
ATT0010446,09-21-2025,SCH-0103,3,285,285,True,HM
ATT0001066,2025/09/05,SCH0366,4,88,55,Yes,Headmaster
ATT0019835,2025-11-26,SCH0412,IV,61,66,Available,
ATT0007884,2025-09-20,SCH0205,10,127,91,N,Clerk
ATT0009195,05/01/2026,SCH0056,1,96,82,Broken,Headmaster
ATT0012342,2025/08/18,sch0344,2,162,151,True,
ATT0018215,12.02.2026,S0183,10,150,91,,Clerk
ATT0019632,2025-11-14,0277,1,107,64,True,Clerk
ATT0008286,2026/01/14,SCH-0482,8,41,28,False,HM
ATT0008133,21-Jul-2025,SCH-0005,9,182,177,False,Headmaster
ATT0017203,2025-09-18,SCH0343,I,178,172,Y,Admin
ATT0013165,2025-05-31,SCH0580,III,127,113,True,HM
ATT0008886,24-Nov-2025,SCH-0089,IV,124,113,True,Headmaster
ATT0004116,09-14-2025,SCH-0317,2,53,38,haan,HM
ATT0001442,2025/05/23,sch0165,7,111,79,haan,Headmaster
ATT0003534,2025/10/22,SCH0485,5,168,126,Y,Class Teacher
ATT0006434,17-Sep-2025,SCH0217,4,273,217,na,Headmaster
ATT0010462,2025-10-02,SCH0307,III,249,191,True,HM
ATT0003190,21/09/2025,SCH0269,2,157,157,True,Admin
ATT0016684,2026-01-02,0509,I,89,70,Y,Class Teacher
ATT0002445,30-Sep-2025,SCH0431,5,109,83,na,Class Teacher
ATT0007593,2025/07/02,SCH0280,IV,160,105,True,Class Teacher
ATT0008864,01-06-2026,S0567,8,59,54,na,
ATT0016322,11.08.2025,SCH0211,II,95,78,Yes,Admin
ATT0004654,11/11/2025,SCH-0444,4,60,45,True,Headmaster
ATT0013666,24-Aug-2025,sch0274,10,78,56,True,Admin
ATT0010426,14-Jun-2025,SCH0144,6,112,82,False,Clerk
ATT0010546,05/06/2025,0210,7,114,109,True,
ATT0018409,2025-10-29,SCH0149,I,98,88,Y,Clerk
ATT0010291,01/07/2025,SCH0344,3,241,229,True,
ATT0013591,13.05.2025,sch_0172,III,41,25,H,Admin
ATT0004707,03-Mar-2026,S0525,9,182,133,Hai,Admin
ATT0008117,2025/07/15,SCH0330,I,49,40,True,Class Teacher
ATT0017481,02-07-2026,SCH-0364,2,272,258,True,Clerk
ATT0007041,17/10/2025,SCH-0491,V,88,71,haan,HM
ATT0008608,17.01.2026,SCH0362,6,270,242,H,Admin
ATT0010181,22/04/2025,sch_0121,4,49,39,,HM
ATT0000922,2026/01/11,SCH0267,6,245,245,1,HM
ATT0001087,2025/09/04,SCH0183,7,155,126,H,Headmaster
ATT0005703,28.01.2026,SCH0395,7,284,256,Yes,
ATT0010842,2025-05-18,SCH0064,9,267,201,H,Class Teacher
ATT0011321,2025/04/10,SCH0036,2,46,43,True,
ATT0003227,17/08/2025,sch0388,5,258,278,True,Headmaster
ATT0002700,25/11/2025,SCH0005,2,127,81,Working,Admin
ATT0013210,2025/12/30,SCH0174,IV,276,186,True,Headmaster
ATT0019349,2025-08-29,SCH0035,5,102,79,Working,Clerk
ATT0001363,11-22-2025,sch_0435,III,277,260,Working,Clerk
ATT0005785,30/07/2025,SCH0018,I,291,281,1,Headmaster
ATT0006410,29/12/2025,SCH0513,4,293,184,Nahi hai,Class Teacher
ATT0014164,2025-07-09,S0480,I,94,113,True,Clerk
,2025/10/19,0114,IV,88,61,1,HM
ATT0002233,2025-06-22,SCH-0485,V,119,119,True,Class Teacher
ATT0007454,2025-08-06,SCH-0460,4,44,39,Haan,Admin
ATT0005953,22-Apr-2025,SCH0221,6,127,115,True,Headmaster
ATT0009793,18.09.2025,SCH0265,6,170,124,Nahi hai,Clerk
ATT0003464,2025/07/10,sch0117,III,61,38,True,Admin
ATT0018821,2025/04/30,SCH-0554,10,136,92,True,Class Teacher
ATT0005200,2026-03-22,sch_0021,6,121,106,Nahi hai,Clerk
ATT0017087,05/01/2026,sch_0188,III,120,109,Kharab,Headmaster
ATT0005364,02-08-2026,SCH0349,2,236,214,Functional,Admin
ATT0004581,06-29-2025,sch_0035,6,75,75,True,
ATT0011593,08-05-2025,0461,III,61,37,Haan,
ATT0015101,2026-03-08,sch_0107,10,58,54,N,Admin
ATT0002130,2025-08-02,SCH0335,III,168,136,True,Admin
,03.06.2025,SCH0376,V,191,143,H,Headmaster
ATT0013385,2025-07-21,SCH0364,7,172,184,Available,
ATT0005184,05/08/2025,SCH0277,V,207,181,False,Headmaster
ATT0018907,2025-08-22,SCH-0387,5,153,116,Haan,Class Teacher
ATT0014492,2025-10-19,SCH0008,I,59,59,1,Headmaster
ATT0015994,06-May-2025,S0509,III,293,193,True,Clerk
ATT0011806,14/07/2025,SCH-0091,I,284,229,1,Headmaster
ATT0014977,03.09.2025,S0474,3,165,133,True,Admin
ATT0002685,2025/04/01,SCH0015,7,199,159,H,Headmaster
ATT0016244,09.05.2025,SCH0185,8,173,109,True,Admin
ATT0014465,31-Mar-2026,SCH0370,4,134,116,Hai,
ATT0016583,11.06.2025,SCH-0482,1,257,163,haan,
ATT0001384,18/03/2026,SCH0399,10,97,68,True,Clerk
ATT0013506,02/07/2025,SCH0082,V,148,115,,Headmaster
ATT0018852,27-Aug-2025,SCH-0539,I,265,204,True,
ATT0012291,11-04-2025,sch_0173,7,209,137,True,
ATT0002749,2025/08/27,SCH-0464,IV,269,246,Yes,Class Teacher
ATT0009453,2026-01-31,SCH0080,5,41,26,True,Admin
ATT0016697,2025-10-06,sch_0099,III,117,101,Y,HM
ATT0002636,16.10.2025,SCH-0341,9,207,175,,Clerk
ATT0016023,07-31-2025,S0312,8,140,132,True,Class Teacher
ATT0010000,2025-12-19,sch0569,8,217,189,True,Class Teacher
ATT0006235,2025/04/03,sch_0412,8,177,139,Y,Headmaster
ATT0000170,30/04/2025,SCH0296,IV,191,145,False,Clerk
ATT0015398,22-Mar-2026,0217,IV,85,85,1,Headmaster
ATT0017467,08.08.2025,sch_0330,1,164,119,,
ATT0006109,30/09/2025,SCH0448,4,178,118,1,Headmaster
ATT0013163,07-21-2025,SCH0326,10,254,165,True,Headmaster
ATT0018704,30.04.2025,S0159,I,61,44,True,
ATT0008507,27/03/2026,SCH0099,III,46,52,True,
ATT0013611,2026-02-04,S0228,II,97,58,,
ATT0006629,2026-01-23,0541,9,271,223,Y,HM
ATT0012923,2025/08/31,sch_0174,3,139,139,Yes,Clerk
ATT0000554,13/04/2025,sch0446,I,286,178,True,
ATT0009654,2025/11/28,SCH0571,2,195,134,True,
ATT0015557,2025/05/19,SCH0155,6,100,97,False,
ATT0005569,18.07.2025,SCH0248,1,131,86,True,Clerk
ATT0004853,2026-03-07,S0437,4,111,98,haan,Headmaster
ATT0012065,21-Dec-2025,sch_0034,9,261,198,True,
ATT0000138,10-02-2025,SCH0464,II,184,173,True,Admin
ATT0008232,11-Feb-2026,S0555,III,249,162,Y,HM
ATT0004915,27-Jan-2026,SCH-0141,5,113,123,True,Admin
ATT0003985,09-10-2025,sch_0007,9,217,149,Hai,
ATT0006224,10.07.2025,sch_0248,2,209,138,True,
ATT0012288,2025/11/14,sch_0592,V,57,43,Y,Headmaster
ATT0005690,2025-11-29,sch_0394,IV,154,134,True,Headmaster
ATT0010578,29-Aug-2025,SCH0304,2,141,86,1,Class Teacher
ATT0014506,09.02.2026,SCH0345,IV,168,101,Functional,Admin
ATT0008828,2025-12-16,sch_0278,8,46,32,True,Admin
ATT0012006,2025/12/20,sch0044,3,219,185,Y,Class Teacher
ATT0004449,01-Sep-2025,S0350,1,130,124,,Admin
ATT0008089,13-Jan-2026,sch_0323,10,62,52,False,HM
ATT0006816,2025-06-14,sch0217,8,292,261,True,Headmaster
ATT0005175,2025/10/30,S0387,IV,131,126,,HM
ATT0008764,2026/02/26,0576,4,276,265,True,Clerk
,13/04/2025,SCH-0430,8,68,63,Haan,Admin
ATT0005216,2025-05-24,SCH0422,IV,75,51,Available,Admin
ATT0014571,06-Sep-2025,0215,III,78,52,True,Admin
ATT0016026,2025/06/28,SCH-0041,5,217,200,Working,HM
ATT0008676,2025-05-01,SCH0351,IV,242,218,haan,Admin
ATT0017502,26.04.2025,SCH0253,9,269,200,,Clerk
ATT0013620,01-Jun-2025,sch_0093,IV,158,101,True,Headmaster
ATT0003539,05-15-2025,sch_0510,III,56,52,Haan,Headmaster
ATT0001398,28/09/2025,SCH0199,4,153,116,True,Admin
ATT0017231,2025/10/04,SCH0489,III,41,30,True,Class Teacher
ATT0008526,25/12/2025,SCH0327,5,228,169,True,Class Teacher
ATT0016288,04-Jun-2025,0557,9,149,139,True,
ATT0007842,2025-09-16,SCH0475,8,107,102,H,Headmaster
,16/11/2025,SCH0438,V,98,98,True,Headmaster
ATT0012805,2025-08-22,sch_0281,4,288,274,,Clerk
ATT0013359,05.02.2026,SCH0177,IV,277,221,True,Clerk
ATT0004346,2025-10-02,sch_0492,7,296,209,True,Clerk
ATT0007052,06.08.2025,SCH-0355,6,95,79,1,Class Teacher
ATT0010591,02/06/2025,SCH0585,1,251,227,Y,Class Teacher
ATT0002513,08-24-2025,SCH0210,III,211,211,Haan,Headmaster
ATT0010444,2026/03/11,sch_0435,7,41,41,,Clerk
ATT0009772,01/08/2025,sch0424,V,79,72,Y,Admin
ATT0012001,07-01-2025,SCH0340,2,54,47,True,Class Teacher
ATT0007659,12-27-2025,0324,8,234,162,True,HM
ATT0006873,13.08.2025,0524,V,247,229,True,Admin
ATT0009072,2026-01-05,SCH0377,3,207,127,H,Clerk
ATT0003036,2025-10-07,SCH0016,I,176,130,Yes,HM
ATT0008059,18.08.2025,SCH-0051,I,298,235,True,Headmaster
ATT0017319,2025-09-30,SCH-0495,7,201,135,True,Class Teacher
ATT0002496,19/06/2025,sch_0465,6,136,101,True,Clerk
ATT0004936,20.04.2025,SCH0205,IV,139,132,False,Class Teacher
ATT0010927,11/04/2025,SCH0343,3,240,188,1,HM
ATT0019456,11/07/2025,SCH0295,II,150,92,0,HM
ATT0008044,2026/01/02,SCH-0511,1,255,158,Y,HM
ATT0015634,06.04.2025,sch_0071,10,166,166,Hai,Headmaster
ATT0002086,11-22-2025,sch0334,5,240,233,True,
,10-13-2025,SCH0070,1,72,67,False,Class Teacher
ATT0017173,01-14-2026,SCH0216,2,59,76,False,Admin
ATT0009367,29-Nov-2025,SCH-0230,II,112,112,Available,Headmaster
ATT0004820,07-07-2025,sch0471,V,211,189,True,Clerk
ATT0016561,2025-07-05,SCH0508,1,83,76,Haan,Class Teacher
ATT0011236,2026-01-16,sch_0505,3,188,125,False,
ATT0016770,2025/06/14,SCH0341,9,67,45,H,Admin
ATT0011248,07.09.2025,0599,V,98,98,haan,Headmaster
,28.09.2025,sch0090,IV,271,172,True,HM
ATT0015040,2025/06/29,SCH0111,II,179,172,True,Headmaster
ATT0008620,27.07.2025,SCH0291,V,131,131,True,Admin
ATT0008243,25-May-2025,SCH0017,8,269,208,Working,Class Teacher
ATT0010014,2025-06-17,SCH-0536,8,292,197,True,Admin
ATT0017219,2025/11/02,SCH0201,6,203,203,True,
ATT0007761,28.07.2025,SCH0023,3,250,196,True,Class Teacher
ATT0017497,2025/06/18,SCH-0292,8,53,47,haan,
ATT0012258,2025-06-28,SCH0079,II,123,105,Available,HM
ATT0007851,10/08/2025,SCH0067,3,293,293,True,Class Teacher
ATT0017367,2025-10-24,SCH-0478,III,280,266,Nahi hai,Admin
ATT0005519,19-Jun-2025,SCH0553,IV,286,286,True,Clerk
ATT0017069,2025-11-19,SCH-0468,I,214,156,True,Class Teacher
ATT0006591,25/07/2025,SCH0409,IV,104,94,Yes,
ATT0010831,10/01/2026,SCH-0099,7,239,257,True,Clerk
ATT0013306,2025/08/31,SCH0112,III,181,181,Working,
ATT0000715,28-Nov-2025,SCH0014,10,123,91,False,Admin
ATT0002679,01-21-2026,sch0069,4,225,181,,Admin
ATT0004752,2025/04/11,S0201,V,175,166,True,HM
ATT0008014,2025/10/19,SCH0077,5,300,300,,Clerk
ATT0014599,26-Jul-2025,sch_0140,3,191,136,,
ATT0015333,2025/07/26,SCH0458,I,259,251,Y,
ATT0016656,29.10.2025,S0143,I,209,209,Y,Admin
ATT0008378,28/12/2025,S0118,II,190,148,H,Clerk
ATT0013006,2025/09/24,SCH0547,IV,165,99,1,Class Teacher
ATT0009817,06.09.2025,sch_0252,I,189,157,False,
ATT0000007,10/03/2026,SCH0182,II,179,117,Yes,Clerk
ATT0008248,2025-09-05,sch0415,V,72,65,True,Class Teacher
ATT0004049,24-Jul-2025,SCH-0462,2,107,98,H,Class Teacher
ATT0007460,2025-05-28,SCH0111,1,71,64,Working,
ATT0014281,20.03.2026,sch_0526,5,102,72,Haan,Headmaster
ATT0016229,04-29-2025,SCH-0077,II,239,146,,Class Teacher
ATT0005648,2025-04-14,sch0128,8,166,120,True,Admin
ATT0017613,10.05.2025,SCH0497,6,147,135,True,
ATT0003209,12-17-2025,SCH0146,II,195,132,True,Admin
ATT0013269,2025-12-08,S0224,10,236,163,1,HM
ATT0013767,2025/11/19,SCH0486,5,148,142,False,Headmaster
ATT0006425,18-Apr-2025,sch_0300,II,253,226,True,Clerk
ATT0003335,2025/07/07,SCH0483,1,117,83,True,Headmaster
ATT0018282,2025-06-06,sch_0320,4,135,120,True,Admin
ATT0009431,14/02/2026,SCH0600,4,181,169,Hai,Clerk
ATT0010224,28.09.2025,SCH0036,V,213,213,1,Headmaster
ATT0003726,29-Mar-2026,SCH-0012,6,200,186,H,Class Teacher
ATT0004931,29.07.2025,SCH-0472,III,106,103,Working,Headmaster
ATT0015809,2025-08-19,sch0100,4,260,187,False,HM
ATT0018210,11-May-2025,SCH0567,V,136,104,Y,HM
ATT0015835,15-Feb-2026,SCH0528,III,58,58,True,Headmaster
ATT0017843,10-18-2025,SCH0572,6,211,190,Y,HM
ATT0006872,2026/03/01,S0139,5,197,161,H,
ATT0001024,13.03.2026,SCH0406,IV,57,34,True,Clerk
ATT0006046,15.09.2025,SCH-0578,IV,146,118,False,HM
ATT0016574,2025/05/02,sch0178,9,242,214,H,Class Teacher
ATT0017229,2025/09/23,S0478,2,191,116,True,Admin
ATT0007503,11.03.2026,SCH0183,10,123,113,True,Class Teacher
ATT0012367,21.05.2025,sch_0257,II,279,239,Available,Class Teacher
ATT0014771,30-Apr-2025,SCH0311,10,162,112,Under Repair,HM
ATT0008165,01-15-2026,SCH0347,10,75,68,1,Class Teacher
ATT0019916,26-Feb-2026,SCH0207,V,206,182,False,Class Teacher
ATT0004742,02.05.2025,SCH0093,I,159,98,Working,Class Teacher
ATT0003069,20.07.2025,sch0469,10,162,134,H,Headmaster
ATT0008726,04/09/2025,SCH0560,I,199,190,True,Admin
ATT0014586,2025-07-25,sch_0275,3,280,253,True,Class Teacher
ATT0006062,02-13-2026,sch_0428,I,123,92,True,
ATT0014274,2025-08-14,SCH-0367,8,213,136,Y,Admin
ATT0006096,2025-05-27,sch_0443,5,200,194,True,HM
ATT0006307,2026-02-01,SCH0481,7,95,66,Y,Headmaster
ATT0013939,26/01/2026,SCH0495,3,189,182,H,Admin
ATT0016433,19/07/2025,SCH0518,2,205,180,Functional,Class Teacher
ATT0018861,23.05.2025,SCH0159,7,42,33,True,Admin
ATT0009518,2025/08/02,sch_0265,III,267,217,Working,
ATT0008132,2025/07/17,sch_0017,2,150,90,1,
ATT0011629,2026/02/04,sch0486,10,190,169,Hai,
ATT0018535,16-Oct-2025,sch_0309,4,51,46,True,Class Teacher
ATT0010600,01-14-2026,SCH0054,2,47,29,Y,Headmaster
ATT0002112,28-Feb-2026,SCH0205,III,201,179,Hai,Class Teacher
,2026/01/11,0137,III,150,150,H,Headmaster
