record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,date_outside_expected_range,date_missing,attendance_invalid,attendance_rate,is_sunday,proxy_attendance,perfect_attendance
ATT0002251,2026-03-11,SCH0179,7,142,112,False,Clerk,False,False,False,78.87,False,False,False
ATT0002320,2025-12-02,SCH0537,7,103,103,True,HM,False,False,False,100.0,False,False,True
ATT0009048,2025-11-16,SCH0041,8,174,174,True,HM,False,False,False,100.0,True,True,True
ATT0017829,2025-07-19,SCH0521,5,293,198,True,Class Teacher,False,False,False,67.58,False,False,False
ATT0006382,2026-03-03,SCH0510,4,81,75,True,HM,False,False,False,92.59,False,False,False
ATT0016226,2025-08-31,SCH0041,1,154,102,True,Class Teacher,False,False,False,66.23,True,False,False
ATT0000274,2025-05-16,SCH0400,1,262,256,True,Admin,False,False,False,97.71,False,False,False
ATT0002936,2025-10-14,SCH0570,9,101,65,True,,False,False,False,64.36,False,False,False
ATT0006827,2025-10-24,SCH0095,1,211,174,True,Headmaster,False,False,False,82.46,False,False,False
ATT0009617,2025-04-27,SCH0448,5,281,281,,Admin,False,False,False,100.0,True,True,True
ATT0009478,2025-06-23,SCH0233,3,230,222,,Class Teacher,False,False,False,96.52,False,False,False
ATT0015411,2025-09-08,SCH0398,5,115,88,True,Admin,False,False,False,76.52,False,False,False
ATT0017964,2025-07-02,SCH0292,1,69,42,True,Headmaster,False,False,False,60.87,False,False,False
ATT0009652,2025-12-01,SCH0379,6,178,185,True,HM,False,False,True,103.93,False,False,False
ATT0017251,2025-11-30,SCH0098,1,164,143,True,HM,False,False,False,87.2,True,False,False
ATT0015512,2025-09-01,SCH0367,2,65,65,True,,False,False,False,100.0,False,False,True
ATT0004966,2025-07-10,SCH0198,1,159,154,True,Headmaster,False,False,False,96.86,False,False,False
ATT0003355,2025-02-04,SCH0171,1,104,78,,Headmaster,True,False,False,75.0,False,False,False
ATT0017935,2025-08-01,SCH0410,5,138,103,,,False,False,False,74.64,False,False,False
ATT0008592,2025-11-24,SCH0165,10,226,212,False,,False,False,False,93.81,False,False,False
ATT0019388,2025-06-25,SCH0164,3,125,99,,Clerk,False,False,False,79.2,False,False,False
ATT0006408,2026-03-05,SCH0372,8,86,73,False,Admin,False,False,False,84.88,False,False,False
ATT0018421,2025-07-20,SCH0420,7,110,79,True,,False,False,False,71.82,True,False,False
ATT0001064,2025-09-19,SCH0208,5,44,44,True,Class Teacher,False,False,False,100.0,False,False,True
ATT0014373,2026-02-15,SCH0474,1,65,42,,Headmaster,False,False,False,64.62,True,False,False
ATT0009607,2025-08-31,SCH0013,2,245,218,True,HM,False,False,False,88.98,True,False,False
ATT0003377,2025-10-12,SCH0349,2,61,54,True,Class Teacher,False,False,False,88.52,True,False,False
ATT0004323,2025-07-19,SCH0017,4,108,104,False,Clerk,False,False,False,96.3,False,False,False
ATT0017127,2025-05-16,SCH0584,4,72,45,True,,False,False,False,62.5,False,False,False
ATT0019487,2025-11-04,SCH0258,7,275,170,False,Admin,False,False,False,61.82,False,False,False
ATT0016395,2025-12-01,SCH0211,3,157,120,True,HM,False,False,False,76.43,False,False,False
ATT0015216,2025-06-22,SCH0249,4,134,134,True,Headmaster,False,False,False,100.0,True,True,True
ATT0007158,2025-07-23,SCH0408,6,177,154,True,,False,False,False,87.01,False,False,False
ATT0004286,2025-07-10,SCH0354,5,268,200,True,Class Teacher,False,False,False,74.63,False,False,False
ATT0005006,2026-02-26,SCH0444,1,108,75,,,False,False,False,69.44,False,False,False
ATT0013942,2025-04-19,SCH0202,2,92,70,,Class Teacher,False,False,False,76.09,False,False,False
ATT0017032,2025-08-21,SCH0586,5,167,108,True,Admin,False,False,False,64.67,False,False,False
ATT0017919,2025-07-25,SCH0020,5,253,172,True,Class Teacher,False,False,False,67.98,False,False,False
ATT0012197,2025-06-10,SCH0498,4,179,127,True,Admin,False,False,False,70.95,False,False,False
ATT0018746,2025-08-13,SCH0124,4,274,231,True,Clerk,False,False,False,84.31,False,False,False
ATT0010420,2025-07-18,SCH0509,1,50,35,True,HM,False,False,False,70.0,False,False,False
ATT0009460,2026-03-31,SCH0294,8,161,97,True,Clerk,False,False,False,60.25,False,False,False
ATT0005571,2025-02-10,SCH0057,5,253,241,True,Clerk,True,False,False,95.26,False,False,False
ATT0018803,2025-09-02,SCH0143,2,69,45,True,HM,False,False,False,65.22,False,False,False
ATT0003266,2025-02-11,SCH0335,2,287,287,True,,True,False,False,100.0,False,False,True
ATT0000650,2025-08-12,SCH0341,8,101,75,False,Admin,False,False,False,74.26,False,False,False
ATT0002309,2026-03-31,SCH0229,6,144,114,True,HM,False,False,False,79.17,False,False,False
ATT0010370,2025-08-08,SCH0218,2,127,120,,Admin,False,False,False,94.49,False,False,False
ATT0008624,2025-11-13,SCH0405,8,259,236,True,,False,False,False,91.12,False,False,False
ATT0010441,2026-02-04,SCH0385,7,91,74,True,,False,False,False,81.32,False,False,False
ATT0019654,2026-02-18,SCH0388,3,177,167,,HM,False,False,False,94.35,False,False,False
ATT0014405,2026-03-07,SCH0024,5,124,88,True,HM,False,False,False,70.97,False,False,False
ATT0009250,2025-05-28,SCH0197,10,64,44,True,Admin,False,False,False,68.75,False,False,False
ATT0015988,2026-03-23,SCH0192,5,293,224,True,Headmaster,False,False,False,76.45,False,False,False
ATT0014741,2025-11-25,SCH0491,3,111,71,True,HM,False,False,False,63.96,False,False,False
ATT0009809,2025-07-16,SCH0035,9,217,131,True,Headmaster,False,False,False,60.37,False,False,False
ATT0011934,2026-03-07,SCH0366,5,186,197,True,Class Teacher,False,False,True,105.91,False,False,False
ATT0010347,2026-02-16,SCH0471,4,94,94,,,False,False,False,100.0,False,False,True
ATT0011409,2026-02-13,SCH0295,1,206,147,True,Headmaster,False,False,False,71.36,False,False,False
ATT0018342,2025-08-26,SCH0330,9,196,119,,Clerk,False,False,False,60.71,False,False,False
ATT0010824,2025-12-21,SCH0064,7,254,166,,Class Teacher,False,False,False,65.35,True,False,False
ATT0004990,2025-11-20,SCH0426,4,275,231,True,Headmaster,False,False,False,84.0,False,False,False
ATT0001605,2025-11-07,SCH0557,3,152,141,True,Class Teacher,False,False,False,92.76,False,False,False
,2026-01-12,SCH0308,6,111,81,True,Admin,False,False,False,72.97,False,False,False
ATT0013513,2026-01-21,SCH0127,9,110,70,True,,False,False,False,63.64,False,False,False
ATT0003523,2025-08-28,SCH0309,8,247,152,True,Admin,False,False,False,61.54,False,False,False
ATT0016582,2025-06-18,SCH0307,10,124,107,False,Admin,False,False,False,86.29,False,False,False
ATT0019376,2026-06-01,SCH0579,4,181,111,True,,True,False,False,61.33,False,False,False
ATT0008732,2026-02-10,SCH0481,6,186,186,True,HM,False,False,False,100.0,False,False,True
ATT0003211,2025-12-14,SCH0094,2,145,99,True,Admin,False,False,False,68.28,True,False,False
ATT0004872,2025-07-12,SCH0085,8,294,261,False,,False,False,False,88.78,False,False,False
ATT0008967,2025-11-21,SCH0182,5,100,88,,,False,False,False,88.0,False,False,False
ATT0011404,2026-03-05,SCH0478,9,281,205,True,Headmaster,False,False,False,72.95,False,False,False
ATT0013672,2025-06-24,SCH0570,3,199,125,True,HM,False,False,False,62.81,False,False,False
ATT0000424,2026-02-10,SCH0422,9,261,261,True,Class Teacher,False,False,False,100.0,False,False,True
ATT0005955,2025-05-01,SCH0574,4,44,37,True,HM,False,False,False,84.09,False,False,False
ATT0019680,2025-09-11,SCH0326,6,231,199,True,Class Teacher,False,False,False,86.15,False,False,False
ATT0015941,2025-06-11,SCH0579,2,198,159,True,,False,False,False,80.3,False,False,False
ATT0000258,2025-10-25,SCH0152,2,242,234,,Admin,False,False,False,96.69,False,False,False
ATT0019359,2025-10-19,SCH0485,9,290,290,,Headmaster,False,False,False,100.0,True,True,True
ATT0014264,2025-08-22,SCH0502,1,285,254,True,Headmaster,False,False,False,89.12,False,False,False
ATT0007925,2025-06-20,SCH0547,1,194,182,True,Class Teacher,False,False,False,93.81,False,False,False
ATT0013264,2025-08-08,SCH0469,1,104,109,,,False,False,True,104.81,False,False,False
ATT0010654,2025-10-14,SCH0379,4,64,56,True,Headmaster,False,False,False,87.5,False,False,False
ATT0016973,2026-03-27,SCH0070,3,229,215,True,HM,False,False,False,93.89,False,False,False
,2025-04-27,SCH0576,2,41,41,True,Class Teacher,False,False,False,100.0,True,True,True
ATT0002409,2025-09-26,SCH0255,7,203,161,True,,False,False,False,79.31,False,False,False
ATT0009446,2025-10-24,SCH0392,4,124,98,True,Clerk,False,False,False,79.03,False,False,False
ATT0010650,2025-07-11,SCH0107,6,85,61,False,HM,False,False,False,71.76,False,False,False
ATT0002642,2025-07-19,SCH0505,4,91,87,True,Admin,False,False,False,95.6,False,False,False
ATT0018007,2025-12-31,SCH0100,2,111,101,True,HM,False,False,False,90.99,False,False,False
ATT0019412,2025-09-01,SCH0591,4,99,93,True,Class Teacher,False,False,False,93.94,False,False,False
ATT0015106,2026-01-05,SCH0318,3,230,138,True,Headmaster,False,False,False,60.0,False,False,False
ATT0019879,2025-05-03,SCH0511,4,204,134,False,Admin,False,False,False,65.69,False,False,False
ATT0002413,2025-11-17,SCH0188,2,251,194,,,False,False,False,77.29,False,False,False
ATT0012568,2025-06-15,SCH0419,4,161,161,True,Headmaster,False,False,False,100.0,True,True,True
ATT0010496,2025-06-21,SCH0324,2,286,174,False,Headmaster,False,False,False,60.84,False,False,False
ATT0012859,2025-04-20,SCH0371,1,51,44,,Admin,False,False,False,86.27,True,False,False
ATT0009039,2025-05-07,SCH0429,8,51,48,,,False,False,False,94.12,False,False,False
ATT0009562,2026-03-15,SCH0302,9,60,55,False,Class Teacher,False,False,False,91.67,True,False,False
ATT0001744,2025-04-03,SCH0133,1,214,150,True,Admin,False,False,False,70.09,False,False,False
ATT0009881,2025-06-02,SCH0480,7,297,211,True,,False,False,False,71.04,False,False,False
ATT0001444,2026-02-20,SCH0530,5,256,201,True,Headmaster,False,False,False,78.52,False,False,False
ATT0012079,2025-07-03,SCH0228,9,146,89,False,Clerk,False,False,False,60.96,False,False,False
ATT0017846,2025-08-22,SCH0017,5,61,45,,Headmaster,False,False,False,73.77,False,False,False
ATT0000347,2026-03-21,SCH0096,2,284,204,True,Headmaster,False,False,False,71.83,False,False,False
ATT0014049,2025-09-08,SCH0059,1,203,216,,HM,False,False,True,106.4,False,False,False
ATT0011347,2026-03-07,SCH0473,1,257,165,,Headmaster,False,False,False,64.2,False,False,False
ATT0010690,2025-08-25,SCH0060,8,252,225,True,HM,False,False,False,89.29,False,False,False
ATT0011083,2026-03-12,SCH0568,5,256,198,,Class Teacher,False,False,False,77.34,False,False,False
ATT0002753,2025-04-12,SCH0556,5,216,199,True,Clerk,False,False,False,92.13,False,False,False
ATT0019699,2025-06-23,SCH0118,5,188,151,True,Admin,False,False,False,80.32,False,False,False
ATT0005231,2025-11-12,SCH0051,9,213,173,True,HM,False,False,False,81.22,False,False,False
ATT0002313,2025-05-02,SCH0584,6,117,74,True,Headmaster,False,False,False,63.25,False,False,False
ATT0016172,2025-08-22,SCH0079,3,159,125,True,HM,False,False,False,78.62,False,False,False
ATT0013782,2026-01-19,SCH0273,4,142,90,False,Class Teacher,False,False,False,63.38,False,False,False
ATT0004490,2025-08-08,SCH0404,7,53,50,True,,False,False,False,94.34,False,False,False
ATT0013904,2025-12-28,SCH0412,2,81,61,True,HM,False,False,False,75.31,True,False,False
ATT0005744,2025-09-30,SCH0231,1,108,70,True,HM,False,False,False,64.81,False,False,False
ATT0011420,2025-05-22,SCH0173,5,272,263,True,Headmaster,False,False,False,96.69,False,False,False
ATT0004640,2025-05-21,SCH0161,5,247,214,True,Headmaster,False,False,False,86.64,False,False,False
ATT0002393,2025-04-16,SCH0246,8,73,57,True,HM,False,False,False,78.08,False,False,False
ATT0014800,2025-08-13,SCH0471,2,158,95,True,HM,False,False,False,60.13,False,False,False
ATT0017784,2025-04-27,SCH0009,7,97,97,,,False,False,False,100.0,True,True,True
ATT0002520,2026-03-13,SCH0358,1,141,116,,HM,False,False,False,82.27,False,False,False
ATT0019183,2025-11-22,SCH0109,4,248,248,True,HM,False,False,False,100.0,False,False,True
ATT0010185,2025-08-23,SCH0047,8,81,70,True,Clerk,False,False,False,86.42,False,False,False
ATT0018000,2025-07-27,SCH0229,3,189,114,True,Class Teacher,False,False,False,60.32,True,False,False
ATT0010084,2026-03-11,SCH0447,1,172,172,,,False,False,False,100.0,False,False,True
ATT0018672,2025-04-16,SCH0347,6,70,48,True,Headmaster,False,False,False,68.57,False,False,False
ATT0011312,2025-08-05,SCH0195,5,274,178,,,False,False,False,64.96,False,False,False
ATT0003172,2025-06-04,SCH0483,4,135,115,True,HM,False,False,False,85.19,False,False,False
ATT0015297,2025-06-19,SCH0423,1,294,272,True,Class Teacher,False,False,False,92.52,False,False,False
ATT0005381,2025-07-26,SCH0070,10,211,171,True,Headmaster,False,False,False,81.04,False,False,False
ATT0015924,2025-10-25,SCH0078,3,88,65,True,Headmaster,False,False,False,73.86,False,False,False
ATT0004679,2025-08-22,SCH0184,2,256,201,True,Admin,False,False,False,78.52,False,False,False
ATT0004179,2025-11-24,SCH0005,5,218,200,True,,False,False,False,91.74,False,False,False
ATT0000104,2025-09-12,SCH0222,1,143,101,,Admin,False,False,False,70.63,False,False,False
ATT0006333,2025-11-08,SCH0591,8,207,198,,,False,False,False,95.65,False,False,False
ATT0002239,2026-01-08,SCH0372,2,172,114,True,Admin,False,False,False,66.28,False,False,False
ATT0015197,2025-10-20,SCH0209,5,110,84,True,Headmaster,False,False,False,76.36,False,False,False
ATT0008280,2025-04-03,SCH0091,10,65,41,True,Clerk,False,False,False,63.08,False,False,False
ATT0018488,2026-02-13,SCH0277,10,74,57,True,Headmaster,False,False,False,77.03,False,False,False
ATT0006984,2025-07-12,SCH0390,10,133,111,,,False,False,False,83.46,False,False,False
ATT0017748,2025-05-18,SCH0228,2,169,127,True,HM,False,False,False,75.15,True,False,False
ATT0007305,2025-07-06,SCH0109,7,67,45,True,Admin,False,False,False,67.16,True,False,False
ATT0007931,2025-07-02,SCH0147,2,147,143,True,Admin,False,False,False,97.28,False,False,False
ATT0016131,2025-06-02,SCH0253,1,62,45,True,HM,False,False,False,72.58,False,False,False
ATT0002886,2026-02-28,SCH0500,7,116,100,True,Clerk,False,False,False,86.21,False,False,False
ATT0011264,2026-01-06,SCH0178,1,42,25,True,Admin,False,False,False,59.52,False,False,False
ATT0012284,2025-04-27,SCH0302,4,205,205,True,Admin,False,False,False,100.0,True,True,True
ATT0006888,2025-10-26,SCH0020,4,180,151,True,HM,False,False,False,83.89,True,False,False
ATT0012358,2025-06-01,SCH0538,2,134,134,True,Class Teacher,False,False,False,100.0,True,True,True
ATT0011161,2025-08-07,SCH0179,8,174,164,True,Admin,False,False,False,94.25,False,False,False
ATT0017334,2026-01-02,SCH0262,4,151,120,,Admin,False,False,False,79.47,False,False,False
ATT0009865,2025-05-31,SCH0475,5,242,159,,Class Teacher,False,False,False,65.7,False,False,False
ATT0017124,2025-11-09,SCH0011,10,299,273,True,Clerk,False,False,False,91.3,True,False,False
ATT0008560,2025-12-05,SCH0547,4,132,105,True,HM,False,False,False,79.55,False,False,False
ATT0004506,2025-10-22,SCH0247,1,248,149,,HM,False,False,False,60.08,False,False,False
ATT0009947,2025-08-07,SCH0157,4,280,197,False,Class Teacher,False,False,False,70.36,False,False,False
ATT0007306,2025-11-07,SCH0493,5,69,45,True,HM,False,False,False,65.22,False,False,False
ATT0000058,2025-06-09,SCH0542,3,278,184,True,HM,False,False,False,66.19,False,False,False
,2025-11-21,SCH0438,9,180,154,,Admin,False,False,False,85.56,False,False,False
,2026-01-09,SCH0117,6,282,212,True,Headmaster,False,False,False,75.18,False,False,False
ATT0014899,2025-11-21,SCH0359,4,297,223,True,Headmaster,False,False,False,75.08,False,False,False
ATT0017648,2026-01-19,SCH0231,1,210,184,False,Admin,False,False,False,87.62,False,False,False
ATT0002815,2025-08-19,SCH0380,10,273,209,True,HM,False,False,False,76.56,False,False,False
ATT0004743,2026-01-10,SCH0137,9,46,53,True,Headmaster,False,False,True,115.22,False,False,False
ATT0019927,2025-06-12,SCH0479,3,112,72,True,Headmaster,False,False,False,64.29,False,False,False
ATT0003506,2025-11-15,SCH0387,6,137,93,True,Headmaster,False,False,False,67.88,False,False,False
ATT0012788,2025-04-03,SCH0411,5,212,157,True,,False,False,False,74.06,False,False,False
ATT0003822,2025-09-12,SCH0513,6,66,53,True,,False,False,False,80.3,False,False,False
ATT0005251,2026-03-15,SCH0490,1,96,64,True,Admin,False,False,False,66.67,True,False,False
ATT0014968,2025-10-04,SCH0295,4,231,198,True,Admin,False,False,False,85.71,False,False,False
ATT0019324,2026-03-05,SCH0005,9,157,95,True,HM,False,False,False,60.51,False,False,False
ATT0014762,2026-03-20,SCH0504,10,147,93,True,Class Teacher,False,False,False,63.27,False,False,False
ATT0000380,2025-06-04,SCH0435,2,56,56,True,Clerk,False,False,False,100.0,False,False,True
ATT0004610,2026-03-16,SCH0438,8,151,121,True,,False,False,False,80.13,False,False,False
ATT0007932,2025-12-29,SCH0494,4,208,178,,Clerk,False,False,False,85.58,False,False,False
ATT0007802,2025-10-31,SCH0002,9,50,38,True,HM,False,False,False,76.0,False,False,False
ATT0010286,2025-08-07,SCH0493,7,292,217,True,Admin,False,False,False,74.32,False,False,False
ATT0013031,2026-03-15,SCH0045,7,227,173,False,HM,False,False,False,76.21,True,False,False
ATT0014904,2025-12-29,SCH0210,4,72,56,True,Admin,False,False,False,77.78,False,False,False
ATT0004150,2025-09-23,SCH0350,9,172,132,True,Clerk,False,False,False,76.74,False,False,False
ATT0016809,2025-08-29,SCH0126,6,287,181,True,Class Teacher,False,False,False,63.07,False,False,False
ATT0013550,2025-07-26,SCH0510,4,169,160,True,,False,False,False,94.67,False,False,False
ATT0012969,2025-08-28,SCH0572,5,254,219,True,Headmaster,False,False,False,86.22,False,False,False
ATT0007278,2025-06-11,SCH0425,10,254,243,True,Class Teacher,False,False,False,95.67,False,False,False
ATT0016048,2025-07-10,SCH0224,7,198,212,True,Class Teacher,False,False,True,107.07,False,False,False
ATT0007766,2025-06-30,SCH0599,5,87,66,,Admin,False,False,False,75.86,False,False,False
ATT0012746,2025-06-08,SCH0240,2,123,115,True,Clerk,False,False,False,93.5,True,False,False
ATT0019014,2025-07-11,SCH0590,2,98,94,,Headmaster,False,False,False,95.92,False,False,False
ATT0018369,2026-02-14,SCH0541,5,166,137,,HM,False,False,False,82.53,False,False,False
ATT0002301,2025-05-21,SCH0482,5,271,207,True,HM,False,False,False,76.38,False,False,False
ATT0011075,2025-09-29,SCH0565,8,143,92,True,,False,False,False,64.34,False,False,False
ATT0016759,2025-04-30,SCH0057,7,233,214,,Headmaster,False,False,False,91.85,False,False,False
ATT0007810,2025-07-27,SCH0061,3,283,219,True,Clerk,False,False,False,77.39,True,False,False
ATT0004308,2025-09-01,SCH0129,3,71,71,True,Headmaster,False,False,False,100.0,False,False,True
ATT0008825,2025-09-15,SCH0550,1,276,251,False,HM,False,False,False,90.94,False,False,False
ATT0006347,2025-11-26,SCH0207,1,229,173,True,Clerk,False,False,False,75.55,False,False,False
ATT0004073,2025-11-06,SCH0526,1,160,154,True,Clerk,False,False,False,96.25,False,False,False
ATT0018742,2025-12-03,SCH0591,1,115,115,,HM,False,False,False,100.0,False,False,True
ATT0017066,2025-06-09,SCH0567,1,192,159,,,False,False,False,82.81,False,False,False
ATT0004069,2025-10-21,SCH0345,1,276,167,,Headmaster,False,False,False,60.51,False,False,False
ATT0017484,2025-10-19,SCH0238,4,55,33,,HM,False,False,False,60.0,True,False,False
ATT0011538,2026-01-09,SCH0347,10,168,164,True,Headmaster,False,False,False,97.62,False,False,False
ATT0009862,2025-05-18,SCH0218,5,64,52,False,HM,False,False,False,81.25,True,False,False
ATT0019068,2026-01-09,SCH0375,5,206,180,True,Headmaster,False,False,False,87.38,False,False,False
ATT0004825,2025-04-17,SCH0131,2,246,204,,Class Teacher,False,False,False,82.93,False,False,False
ATT0003616,2025-11-12,SCH0518,10,42,30,True,Admin,False,False,False,71.43,False,False,False
ATT0000468,2025-05-31,SCH0254,7,212,174,True,,False,False,False,82.08,False,False,False
ATT0014129,2025-10-01,SCH0550,1,286,219,True,,False,False,False,76.57,False,False,False
ATT0003243,2025-11-10,SCH0163,2,119,72,True,,False,False,False,60.5,False,False,False
ATT0016467,2025-06-21,SCH0450,3,291,284,True,HM,False,False,False,97.59,False,False,False
ATT0013562,2025-04-11,SCH0061,7,282,272,True,HM,False,False,False,96.45,False,False,False
ATT0009993,2025-09-21,SCH0558,5,210,210,,HM,False,False,False,100.0,True,True,True
ATT0018012,2025-07-06,SCH0310,5,160,149,,Admin,False,False,False,93.12,True,False,False
ATT0013258,2026-03-30,SCH0571,3,97,64,True,Class Teacher,False,False,False,65.98,False,False,False
ATT0011829,2026-02-03,SCH0479,4,270,246,True,Headmaster,False,False,False,91.11,False,False,False
ATT0016279,2026-01-12,SCH0077,4,212,207,True,Class Teacher,False,False,False,97.64,False,False,False
ATT0012269,2025-12-13,SCH0490,9,66,58,True,Admin,False,False,False,87.88,False,False,False
ATT0007883,2025-11-29,SCH0238,5,281,215,True,Clerk,False,False,False,76.51,False,False,False
ATT0013714,2025-04-06,SCH0502,1,215,195,,,False,False,False,90.7,True,False,False
ATT0008350,2026-02-02,SCH0586,3,93,61,True,Headmaster,False,False,False,65.59,False,False,False
ATT0012611,2025-04-07,SCH0143,10,218,159,False,Class Teacher,False,False,False,72.94,False,False,False
ATT0013288,2025-04-21,SCH0163,2,130,88,False,Admin,False,False,False,67.69,False,False,False
ATT0017982,2025-10-12,SCH0384,10,131,131,True,Admin,False,False,False,100.0,True,True,True
ATT0010889,2025-12-19,SCH0062,3,166,107,True,HM,False,False,False,64.46,False,False,False
ATT0017575,2025-11-01,SCH0415,1,268,253,True,Clerk,False,False,False,94.4,False,False,False
ATT0017549,2025-05-23,SCH0003,5,284,244,False,Clerk,False,False,False,85.92,False,False,False
ATT0006693,2026-02-14,SCH0490,3,204,133,True,Clerk,False,False,False,65.2,False,False,False
ATT0008511,2026-01-10,SCH0352,3,170,119,True,HM,False,False,False,70.0,False,False,False
ATT0007317,2026-01-23,SCH0096,5,260,169,False,Clerk,False,False,False,65.0,False,False,False
ATT0014991,2025-05-28,SCH0074,8,181,201,True,HM,False,False,True,111.05,False,False,False
ATT0006254,2025-06-29,SCH0454,7,238,181,False,Headmaster,False,False,False,76.05,True,False,False
ATT0000004,2025-06-18,SCH0496,1,214,203,,Class Teacher,False,False,False,94.86,False,False,False
ATT0002029,2025-07-28,SCH0211,9,289,218,,Class Teacher,False,False,False,75.43,False,False,False
ATT0015417,2025-07-25,SCH0291,5,124,77,,Headmaster,False,False,False,62.1,False,False,False
ATT0014730,2025-09-26,SCH0185,7,142,134,True,Class Teacher,False,False,False,94.37,False,False,False
ATT0012242,2025-01-08,SCH0020,8,252,197,True,Clerk,True,False,False,78.17,False,False,False
ATT0010990,2025-07-08,SCH0376,10,273,245,True,Headmaster,False,False,False,89.74,False,False,False
ATT0017491,2025-05-05,SCH0386,3,40,33,,Admin,False,False,False,82.5,False,False,False
ATT0002677,2026-01-03,SCH0084,7,87,87,True,HM,False,False,False,100.0,False,False,True
ATT0015282,2026-02-08,SCH0100,10,166,174,True,Admin,False,False,True,104.82,True,False,False
ATT0016480,2025-07-10,SCH0214,1,54,41,True,Clerk,False,False,False,75.93,False,False,False
ATT0008057,2026-03-25,SCH0544,8,103,94,True,,False,False,False,91.26,False,False,False
ATT0018104,2025-10-21,SCH0327,5,295,217,,HM,False,False,False,73.56,False,False,False
ATT0004187,2026-02-26,SCH0243,3,196,152,,Clerk,False,False,False,77.55,False,False,False
ATT0006000,2025-04-01,SCH0369,3,131,85,,HM,False,False,False,64.89,False,False,False
ATT0003849,2025-07-31,SCH0163,7,168,101,False,Clerk,False,False,False,60.12,False,False,False
ATT0008863,2025-09-20,SCH0028,10,169,151,True,Headmaster,False,False,False,89.35,False,False,False
ATT0013135,2025-07-05,SCH0416,9,112,107,False,HM,False,False,False,95.54,False,False,False
ATT0010050,2025-12-16,SCH0398,7,190,118,False,Admin,False,False,False,62.11,False,False,False
ATT0012634,2025-04-12,SCH0053,7,277,185,True,HM,False,False,False,66.79,False,False,False
ATT0009801,2026-02-20,SCH0535,3,139,96,,Headmaster,False,False,False,69.06,False,False,False
ATT0019981,2025-08-23,SCH0367,8,86,54,True,Class Teacher,False,False,False,62.79,False,False,False
ATT0000043,2026-03-19,SCH0504,8,289,182,True,Admin,False,False,False,62.98,False,False,False
ATT0014758,2025-09-12,SCH0568,7,175,166,,Headmaster,False,False,False,94.86,False,False,False
ATT0017868,2026-03-30,SCH0314,1,67,48,,Class Teacher,False,False,False,71.64,False,False,False
ATT0014286,2026-03-20,SCH0376,3,53,36,True,Class Teacher,False,False,False,67.92,False,False,False
ATT0000796,2026-01-28,SCH0274,5,188,195,,HM,False,False,True,103.72,False,False,False
ATT0015365,2026-03-09,SCH0431,4,50,36,,Class Teacher,False,False,False,72.0,False,False,False
ATT0003508,2026-01-17,SCH0433,2,160,151,,Admin,False,False,False,94.38,False,False,False
ATT0011611,2026-02-08,SCH0469,3,166,166,,Class Teacher,False,False,False,100.0,True,True,True
ATT0009364,2025-10-04,SCH0064,2,277,266,True,Class Teacher,False,False,False,96.03,False,False,False
ATT0014928,2025-06-10,SCH0025,4,94,82,False,Admin,False,False,False,87.23,False,False,False
ATT0019618,2025-06-22,SCH0222,4,185,162,True,Clerk,False,False,False,87.57,True,False,False
ATT0011336,2026-03-15,SCH0179,5,51,51,,HM,False,False,False,100.0,True,True,True
ATT0012155,2025-04-29,SCH0490,1,216,177,,Headmaster,False,False,False,81.94,False,False,False
ATT0014634,2025-05-14,SCH0182,5,99,73,True,Class Teacher,False,False,False,73.74,False,False,False
ATT0005145,2026-02-13,SCH0091,8,93,83,,Headmaster,False,False,False,89.25,False,False,False
ATT0013843,2025-08-07,SCH0237,7,288,269,True,Headmaster,False,False,False,93.4,False,False,False
ATT0005867,2026-11-03,SCH0087,7,115,82,True,,True,False,False,71.3,False,False,False
ATT0003201,2026-06-01,SCH0441,5,197,155,True,Class Teacher,True,False,False,78.68,False,False,False
ATT0017166,2026-02-04,SCH0085,5,93,66,True,,False,False,False,70.97,False,False,False
ATT0003883,2026-03-06,SCH0329,5,58,37,,Admin,False,False,False,63.79,False,False,False
ATT0003278,2025-12-16,SCH0491,5,85,66,False,Headmaster,False,False,False,77.65,False,False,False
ATT0000047,2026-01-28,SCH0229,2,94,60,True,,False,False,False,63.83,False,False,False
ATT0003459,2025-04-05,SCH0298,1,201,134,True,Admin,False,False,False,66.67,False,False,False
ATT0004442,2026-01-30,SCH0246,2,281,180,True,Headmaster,False,False,False,64.06,False,False,False
ATT0003426,2025-08-30,SCH0425,1,80,57,True,HM,False,False,False,71.25,False,False,False
ATT0008959,2025-11-18,SCH0449,2,209,183,True,Clerk,False,False,False,87.56,False,False,False
ATT0018950,2025-04-27,SCH0458,5,43,36,,Class Teacher,False,False,False,83.72,True,False,False
ATT0017890,2026-03-09,SCH0267,9,194,140,,Class Teacher,False,False,False,72.16,False,False,False
ATT0013702,2025-08-06,SCH0221,10,246,161,,Headmaster,False,False,False,65.45,False,False,False
ATT0008353,2025-08-30,SCH0547,2,89,80,True,Headmaster,False,False,False,89.89,False,False,False
ATT0011192,2026-01-05,SCH0538,3,235,141,False,Class Teacher,False,False,False,60.0,False,False,False
,2025-06-09,SCH0366,2,143,128,,HM,False,False,False,89.51,False,False,False
ATT0013977,2025-11-21,SCH0264,8,145,105,,Clerk,False,False,False,72.41,False,False,False
ATT0013013,2026-03-17,SCH0393,9,159,146,True,HM,False,False,False,91.82,False,False,False
