school_id,school_name,district,block,total_enrolled_students,school_type,medium,attendance_records,average_attendance_rate,perfect_attendance_records,proxy_attendance_records,invalid_attendance_records,perfect_attendance_rate,proxy_attendance_rate,invalid_attendance_rate,test_records,score_records_available,average_test_score,score_conversion_rate,mdm_records,total_grain_quantity_kg,total_mdm_cost,paid_records,pending_records,due_records,payment_status_available,paid_percentage,infrastructure_records,electricity_available,drinking_water_available,functional_toilet_available,boundary_wall_available,playground_available,average_facility_count,all_core_facilities_count,attendance_risk,proxy_risk,score_risk,infrastructure_risk,retention_risk_indicator
SCH0540,Govt. Elementary School Dugal,Patiala,Patiala,288,Primary,Hindi,49,83.12,6,4,2,12.24,8.16,4.08,13,8,63.8,61.54,20,340.4,48473.0,9,7,3,19,47.37,6.0,66.66666666666666,60.0,80.0,50.0,50.0,2.67,0.0,16.88,8.16,36.2,46.67,26.98
SCH0471,Govt. Elementary School Chad,Sangrur,Unknown,285,Upper Primary,Punjabi,35,79.58,2,1,0,5.71,2.86,0.0,8,8,57.64,100.0,19,428.8,38604.0,4,9,2,15,26.67,5.0,33.33333333333333,75.0,100.0,50.0,60.0,2.6,0.0,20.42,2.86,42.36,48.0,28.41
SCH0568,Govt. Primary School Zachariah,Amritsar,Unknown,141,Higher Secondary,Hindi,44,81.2,0,0,1,0.0,0.0,2.27,17,13,69.02,76.47,19,559.5,58578.0,10,6,1,17,58.82,7.0,66.66666666666666,66.66666666666666,80.0,71.42857142857143,71.42857142857143,3.14,0.0,18.8,0.0,30.98,37.14,21.73
SCH0030,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English,39,79.43,1,0,1,2.56,0.0,2.56,17,16,70.65,94.12,23,666.8,64892.0,12,3,5,20,60.0,5.0,75.0,80.0,60.0,80.0,25.0,3.0,1.0,20.57,0.0,29.35,40.0,22.48
SCH0111,Govt. Middle School Butala,Bathinda,Maur,350,Upper Primary,Hindi,30,82.02,2,2,2,6.67,6.67,6.67,17,11,67.83,64.71,27,551.8,56292.0,15,4,4,23,65.22,5.0,80.0,100.0,80.0,100.0,50.0,4.0,2.0,17.97,6.67,32.17,20.0,19.2
SCH0510,Govt. Middle School Kant,Bathinda,Talwandi Sabo,363,Upper Primary,Hindi,28,81.61,2,2,0,7.14,7.14,0.0,16,10,67.4,62.5,18,351.4,38070.0,5,5,3,13,38.46,4.0,66.66666666666666,50.0,100.0,50.0,0.0,2.0,0.0,18.39,7.14,32.6,60.0,29.53
SCH0213,Govt. Elementary School Bhatt,Bathinda,Maur,192,Upper Primary,English,36,79.92,5,4,1,13.89,11.11,2.78,16,14,61.96,87.5,22,473.9,39197.0,5,11,2,18,27.78,6.0,60.0,83.33333333333334,66.66666666666666,80.0,0.0,2.67,0.0,20.08,11.11,38.04,46.67,28.97
SCH0545,Govt. Elementary School Prabhakar,Ferozepur,Ferozepur,432,Secondary,Hindi,26,83.88,5,3,1,19.23,11.54,3.85,13,11,69.25,84.62,20,527.3,40913.0,5,7,4,16,31.25,4.0,100.0,50.0,66.66666666666666,75.0,50.0,3.0,0.0,16.12,11.54,30.75,40.0,24.6
SCH0323,Govt. Middle School Kapoor,Moga,Moga-I,295,Upper Primary,Hindi,32,82.79,5,2,1,15.62,6.25,3.12,16,12,60.24,75.0,31,634.2,69902.0,8,13,8,29,27.59,5.0,80.0,100.0,100.0,100.0,40.0,4.0,1.0,17.21,6.25,39.76,20.0,20.8
SCH0290,Govt. Primary School Mander,Jalandhar,Phillaur,187,Secondary,Punjabi,24,79.4,1,1,2,4.17,4.17,8.33,16,13,77.32,81.25,28,689.0,37925.0,13,9,6,28,46.43,5.0,40.0,80.0,60.0,75.0,60.0,3.0,0.0,20.6,4.17,22.68,40.0,21.86
SCH0530,Govt. Middle School Kata,Patiala,Patiala,160,Secondary,Punjabi,30,81.62,3,2,0,10.0,6.67,0.0,9,6,61.23,66.67,18,354.3,32630.0,3,8,2,13,23.08,4.0,75.0,75.0,100.0,75.0,33.33333333333333,3.25,1.0,18.38,6.67,38.77,35.0,24.7
SCH0463,Govt. Primary School Rajagopalan,Bathinda,Maur,277,Primary,Hindi,38,80.36,2,2,3,5.26,5.26,7.89,12,8,63.05,66.67,21,507.5,44558.0,8,9,1,18,44.44,8.0,62.5,100.0,75.0,100.0,50.0,3.62,2.0,19.64,5.26,36.95,27.5,22.34
SCH0453,Govt. Primary School Mahal,Unknown,Ludhiana-Ii,103,Higher Secondary,English,19,77.95,1,0,0,5.26,0.0,0.0,15,10,61.74,66.67,9,208.3,28434.0,3,0,3,6,50.0,3.0,100.0,66.66666666666666,100.0,50.0,33.33333333333333,3.0,0.0,22.05,0.0,38.26,40.0,25.08
SCH0156,Govt. Elementary School Barad,Ferozepur,Zira,344,Primary,English,33,80.18,3,1,1,9.09,3.03,3.03,15,10,74.16,66.67,20,503.5,45131.0,10,7,2,19,52.63,3.0,50.0,66.66666666666666,100.0,100.0,33.33333333333333,3.33,0.0,19.82,3.03,25.84,33.33,20.51
SCH0082,Govt. Elementary School Mistry,Amritsar,Tarn Taran,350,Upper Primary,Punjabi,34,83.83,5,4,1,14.71,11.76,2.94,15,9,58.54,60.0,12,357.6,29895.0,6,4,2,12,50.0,4.0,100.0,100.0,75.0,75.0,33.33333333333333,3.75,1.0,16.17,11.76,41.46,25.0,23.6
SCH0251,Govt. Middle School Choudhry,Bathinda,Talwandi Sabo,410,Higher Secondary,Hindi,30,79.99,2,2,0,6.67,6.67,0.0,14,12,73.69,85.71,24,573.1,58580.0,6,9,5,20,30.0,1.0,100.0,100.0,100.0,100.0,,4.0,0.0,20.01,6.67,26.31,20.0,18.25
SCH0595,Govt. Primary School Char,Amritsar,Ajnala,208,Upper Primary,Hindi,33,80.92,2,2,1,6.06,6.06,3.03,11,10,71.81,90.91,19,517.9,45186.0,9,6,2,17,52.94,2.0,100.0,50.0,50.0,0.0,50.0,2.5,0.0,19.08,6.06,28.19,50.0,25.83
SCH0239,Govt. Middle School Butala,Ferozepur,Mamdot,159,Primary,Hindi,26,83.44,6,3,1,23.08,11.54,3.85,16,15,58.6,93.75,14,195.7,34692.0,6,5,1,12,50.0,9.0,88.88888888888889,100.0,85.71428571428571,42.857142857142854,62.5,3.44,0.0,16.56,11.54,41.4,31.11,25.15
SCH0406,Govt. Senior Secondary School Bhattacharyya,Sangrur,Sunam,351,Secondary,Punjabi,38,79.16,4,1,0,10.53,2.63,0.0,7,6,55.62,85.71,23,578.3,54198.0,14,5,1,20,70.0,3.0,100.0,50.0,100.0,100.0,33.33333333333333,3.0,0.0,20.84,2.63,44.38,40.0,26.96
SCH0064,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi,39,79.43,1,1,2,2.56,2.56,5.13,7,6,72.85,85.71,25,461.5,45237.0,14,7,2,23,60.87,9.0,75.0,57.14285714285714,75.0,75.0,44.44444444444444,2.89,0.0,20.57,2.56,27.15,42.22,23.13
SCH0272,Govt. Senior Secondary School Sarin,Ferozepur,Makhu,265,Upper Primary,Hindi,31,86.06,5,3,1,16.13,9.68,3.23,10,7,66.76,70.0,12,234.2,26813.0,3,6,2,11,27.27,2.0,100.0,100.0,50.0,100.0,50.0,4.0,0.0,13.94,9.68,33.24,20.0,19.22
SCH0073,Govt. Senior Secondary School Shah,Moga,Unknown,345,Secondary,Punjabi,36,82.38,4,2,1,11.11,5.56,2.78,12,9,74.92,75.0,23,708.5,38130.0,10,5,4,19,52.63,6.0,75.0,100.0,100.0,50.0,75.0,3.17,0.0,17.62,5.56,25.08,36.67,21.23
SCH0257,Govt. Senior Secondary School Rai,Ferozepur,Ferozepur,231,Higher Secondary,Punjabi,30,81.74,2,0,0,6.67,0.0,0.0,16,11,69.08,68.75,23,398.7,52150.0,7,11,4,22,31.82,8.0,87.5,100.0,87.5,75.0,62.5,4.12,3.0,18.26,0.0,30.92,17.5,16.67
SCH0555,Govt. Elementary School Mukhopadhyay,Jalandhar,Nakodar,297,Upper Primary,Hindi,45,80.87,4,1,0,8.89,2.22,0.0,17,12,64.1,70.59,17,387.1,46014.0,11,5,0,16,68.75,8.0,75.0,100.0,100.0,75.0,75.0,3.62,2.0,19.13,2.22,35.9,27.5,21.19
SCH0336,Govt. Middle School Sridhar,Sangrur,Malerkotla,277,Primary,Hindi,44,81.98,2,2,2,4.55,4.55,4.55,13,10,60.94,76.92,13,314.5,32478.0,5,6,1,12,41.67,5.0,100.0,100.0,100.0,100.0,50.0,4.0,2.0,18.02,4.55,39.06,20.0,20.41
SCH0579,Govt. Primary School Puri,Bathinda,Talwandi Sabo,153,Upper Primary,Punjabi,40,81.75,4,3,2,10.0,7.5,5.0,17,12,68.18,70.59,17,512.5,42570.0,7,5,3,15,46.67,4.0,75.0,66.66666666666666,100.0,0.0,50.0,2.75,0.0,18.25,7.5,31.82,45.0,25.64
SCH0400,Govt. Senior Secondary School Sastry,Bathinda,Rampura Phul,273,Secondary,Punjabi,38,82.53,4,4,3,10.53,10.53,7.89,12,8,77.8,66.67,10,131.8,19300.0,5,4,1,10,50.0,4.0,33.33333333333333,100.0,100.0,75.0,75.0,3.75,1.0,17.47,10.53,22.2,25.0,18.8
SCH0261,Govt. Middle School Sen,Ludhiana,Ludhiana-Ii,340,Higher Secondary,Hindi,31,83.93,2,2,3,6.45,6.45,9.68,8,5,63.2,62.5,19,333.6,48002.0,7,5,1,13,53.85,5.0,80.0,75.0,100.0,60.0,0.0,2.6,0.0,16.07,6.45,36.8,48.0,26.83
SCH0136,Govt. Middle School Banerjee,Ludhiana,Unknown,179,Secondary,Hindi,35,81.15,3,3,2,8.57,8.57,5.71,21,16,63.29,76.19,27,579.5,64993.0,13,7,3,23,56.52,4.0,33.33333333333333,100.0,100.0,100.0,33.33333333333333,3.0,1.0,18.85,8.57,36.71,40.0,26.03
SCH0341,Govt. Elementary School Virk,Moga,Moga-I,61,Primary,Punjabi,43,83.08,5,3,1,11.63,6.98,2.33,13,7,64.97,53.85,23,435.1,47201.0,13,3,4,20,65.0,5.0,100.0,100.0,80.0,80.0,25.0,3.8,1.0,16.92,6.98,35.03,24.0,20.73
SCH0212,Govt. Senior Secondary School Sachar,Moga,Bagha Purana,386,Secondary,English,26,81.91,2,1,0,7.69,3.85,0.0,14,8,62.1,57.14,16,322.7,21126.0,9,5,1,15,60.0,8.0,100.0,87.5,62.5,57.14285714285714,50.0,3.5,2.0,18.09,3.85,37.9,30.0,22.46
SCH0542,Govt. Primary School Balasubramanian,Sangrur,Sangrur,224,Higher Secondary,English,32,80.66,1,0,1,3.12,0.0,3.12,11,10,78.66,90.91,22,444.1,56135.0,9,6,5,20,45.0,6.0,100.0,100.0,83.33333333333334,33.33333333333333,60.0,3.17,2.0,19.34,0.0,21.34,36.67,19.34
SCH0300,Govt. Middle School Chaudhary,Bathinda,Talwandi Sabo,232,Primary,English,24,81.72,2,1,0,8.33,4.17,0.0,12,8,63.02,66.67,20,545.2,42676.0,8,4,3,15,53.33,5.0,100.0,66.66666666666666,80.0,100.0,60.0,3.4,0.0,18.28,4.17,36.98,32.0,22.86
SCH0481,Govt. Middle School Bhatti,Patiala,Samana,249,Upper Primary,Hindi,26,81.24,3,2,2,11.54,7.69,7.69,14,12,72.78,85.71,24,446.8,49245.0,8,7,5,20,40.0,5.0,80.0,75.0,100.0,100.0,50.0,3.8,1.0,18.76,7.69,27.22,24.0,19.42
SCH0007,Govt. Middle School Kale,Ferozepur,Makhu,272,Secondary,English,38,78.12,2,2,2,5.26,5.26,5.26,9,5,47.92,55.56,29,889.9,77376.0,15,8,5,28,53.57,5.0,80.0,100.0,100.0,60.0,80.0,4.2,1.0,21.88,5.26,52.08,16.0,23.8
SCH0105,Govt. Primary School Desai,Amritsar,Tarn Taran,125,Primary,English,36,85.55,4,2,2,11.11,5.56,5.56,12,9,64.63,75.0,18,518.2,58893.0,6,6,5,17,35.29,9.0,66.66666666666666,71.42857142857143,100.0,55.55555555555556,62.5,3.11,0.0,14.45,5.56,35.37,37.78,23.29
SCH0115,Govt. Primary School Sachdev,Ferozepur,Makhu,86,Primary,English,34,83.41,1,1,0,2.94,2.94,0.0,12,10,72.23,83.33,26,613.7,51290.0,10,9,6,25,40.0,2.0,50.0,100.0,100.0,100.0,50.0,3.5,0.0,16.59,2.94,27.77,30.0,19.33
SCH0159,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi,36,83.82,6,4,2,16.67,11.11,5.56,8,7,69.94,87.5,29,681.0,70332.0,14,8,3,25,56.0,5.0,60.0,100.0,100.0,33.33333333333333,75.0,3.2,0.0,16.18,11.11,30.06,36.0,23.34
SCH0182,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi,37,79.39,2,1,1,5.41,2.7,2.7,10,8,70.16,80.0,19,701.1,51935.0,8,5,3,16,50.0,7.0,66.66666666666666,100.0,71.42857142857143,100.0,66.66666666666666,3.43,1.0,20.61,2.7,29.84,31.43,21.14
SCH0532,Govt. Primary School Sahni,Patiala,Unknown,295,Secondary,Hindi,24,77.31,0,0,0,0.0,0.0,0.0,11,9,72.96,81.82,21,426.6,45487.0,14,1,2,17,82.35,5.0,60.0,100.0,100.0,0.0,60.0,3.0,0.0,22.69,0.0,27.04,40.0,22.43
SCH0365,Govt. Middle School Bhavsar,Amritsar,Unknown,99,Higher Secondary,Hindi,32,82.49,1,1,2,3.12,3.12,6.25,12,8,64.78,66.67,21,550.9,46157.0,7,8,4,19,36.84,4.0,75.0,100.0,100.0,75.0,75.0,3.75,1.0,17.51,3.12,35.22,25.0,20.21
SCH0178,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English,39,80.41,1,0,1,2.56,0.0,2.56,13,10,65.67,76.92,19,632.3,58490.0,10,5,2,17,58.82,1.0,0.0,100.0,100.0,0.0,0.0,2.0,0.0,19.59,0.0,34.33,60.0,28.48
SCH0594,Govt. Primary School Murthy,Bathinda,Rampura Phul,228,Primary,Hindi,23,83.25,1,1,0,4.35,4.35,0.0,17,16,69.24,94.12,18,328.1,29973.0,14,2,2,18,77.78,4.0,100.0,100.0,100.0,66.66666666666666,33.33333333333333,3.25,0.0,16.75,4.35,30.76,35.0,21.71
SCH0200,Govt. Senior Secondary School Anne,Sangrur,Sangrur,86,Higher Secondary,Punjabi,39,83.9,1,1,3,2.56,2.56,7.69,13,10,63.26,76.92,19,305.2,33583.0,7,5,4,16,43.75,2.0,50.0,50.0,100.0,50.0,50.0,2.5,0.0,16.1,2.56,36.74,50.0,26.35
SCH0422,Govt. Primary School Rajan,Bathinda,Maur,375,Secondary,Punjabi,29,86.42,7,5,2,24.14,17.24,6.9,11,8,61.7,72.73,22,569.2,63988.0,9,7,4,20,45.0,5.0,80.0,100.0,100.0,25.0,25.0,2.4,0.0,13.58,17.24,38.3,52.0,30.28
SCH0301,Govt. Elementary School Loke,Sangrur,Dhuri,207,Primary,English,38,80.63,2,2,2,5.26,5.26,5.26,15,12,65.5,80.0,20,297.8,37672.0,12,7,1,20,60.0,6.0,75.0,100.0,80.0,66.66666666666666,75.0,3.17,0.0,19.37,5.26,34.5,36.67,23.95
SCH0409,Govt. Primary School Puri,Amritsar,Unknown,369,Secondary,Hindi,34,82.61,1,0,0,2.94,0.0,0.0,20,18,66.52,90.0,18,338.7,41579.0,5,6,3,14,35.71,4.0,50.0,100.0,100.0,100.0,33.33333333333333,3.5,0.0,17.39,0.0,33.48,30.0,20.22
SCH0397,Govt. Elementary School Raghavan,Sangrur,Sangrur,106,Higher Secondary,Punjabi,39,83.15,3,2,2,7.69,5.13,5.13,8,6,64.13,75.0,25,642.4,55223.0,13,5,3,21,61.9,4.0,75.0,100.0,100.0,100.0,75.0,4.25,1.0,16.85,5.13,35.87,15.0,18.21
SCH0287,Govt. Senior Secondary School Bhavsar,Ferozepur,Mamdot,340,Secondary,English,32,82.33,2,2,1,6.25,6.25,3.12,15,11,69.73,73.33,19,571.8,48529.0,8,6,4,18,44.44,8.0,71.42857142857143,87.5,85.71428571428571,57.14285714285714,100.0,3.38,1.0,17.67,6.25,30.27,32.5,21.67
SCH0258,Govt. Primary School Kalita,Ludhiana,Ludhiana-I,247,Higher Secondary,Punjabi,30,83.93,3,3,3,10.0,10.0,10.0,14,9,64.16,64.29,16,567.2,41719.0,11,2,2,15,73.33,8.0,62.5,85.71428571428571,57.14285714285714,57.14285714285714,28.57142857142857,2.62,0.0,16.07,10.0,35.84,47.5,27.35
SCH0260,Govt. Primary School Deol,Sangrur,Malerkotla,63,Secondary,English,22,77.18,0,0,0,0.0,0.0,0.0,17,12,73.9,70.59,18,431.9,44675.0,9,6,1,16,56.25,9.0,75.0,87.5,66.66666666666666,37.5,50.0,2.89,2.0,22.82,0.0,26.1,42.22,22.79
SCH0043,Govt. Middle School Sachar,Moga,Unknown,99,Secondary,Hindi,26,81.98,1,1,0,3.85,3.85,0.0,11,7,60.84,63.64,19,519.7,36447.0,6,3,2,11,54.55,7.0,100.0,83.33333333333334,71.42857142857143,50.0,50.0,3.29,1.0,18.02,3.85,39.16,34.29,23.83
SCH0074,Govt. Primary School Parmer,Sangrur,Unknown,393,Higher Secondary,Hindi,38,84.2,4,3,2,10.53,7.89,5.26,13,8,65.8,61.54,21,511.1,60449.0,11,3,3,17,64.71,5.0,75.0,75.0,20.0,60.0,20.0,2.2,0.0,15.8,7.89,34.2,56.0,28.47
SCH0538,Govt. Middle School Wali,Ferozepur,Zira,308,Upper Primary,English,24,81.58,3,2,2,12.5,8.33,8.33,17,13,73.66,76.47,23,443.5,53694.0,7,5,6,18,38.89,4.0,50.0,100.0,50.0,33.33333333333333,100.0,2.75,0.0,18.42,8.33,26.34,45.0,24.52
SCH0067,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi,31,83.79,3,3,2,9.68,9.68,6.45,13,12,66.1,92.31,13,259.1,28735.0,6,5,1,12,50.0,8.0,75.0,71.42857142857143,66.66666666666666,85.71428571428571,62.5,3.25,2.0,16.21,9.68,33.9,35.0,23.7
SCH0012,Govt. Elementary School Mand,Ludhiana,Ludhiana-I,118,Higher Secondary,Punjabi,39,85.57,5,2,0,12.82,5.13,0.0,14,10,71.72,71.43,22,639.3,58305.0,7,6,5,18,38.89,3.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,50.0,2.33,0.0,14.43,5.13,28.28,53.33,25.29
SCH0164,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi,31,79.87,2,0,0,6.45,0.0,0.0,12,9,67.42,75.0,24,506.7,56628.0,10,5,5,20,50.0,8.0,50.0,87.5,57.14285714285714,14.285714285714285,28.57142857142857,2.12,0.0,20.13,0.0,32.58,57.5,27.55
SCH0444,Govt. Middle School Setty,Ferozepur,Ferozepur,237,Secondary,Hindi,35,83.16,2,2,3,5.71,5.71,8.57,18,14,72.37,77.78,24,538.9,37693.0,10,7,2,19,52.63,3.0,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,0.0,1.67,0.0,16.84,5.71,27.63,66.67,29.21
SCH0211,Govt. Senior Secondary School Edwin,Patiala,Samana,379,Higher Secondary,Hindi,37,83.43,3,2,2,8.11,5.41,5.41,13,11,63.67,84.62,21,425.5,49825.0,7,4,5,16,43.75,6.0,83.33333333333334,83.33333333333334,80.0,100.0,60.0,3.83,0.0,16.57,5.41,36.33,23.33,20.41
SCH0333,Govt. Middle School Warrior,Amritsar,Amritsar-I,262,Upper Primary,Punjabi,37,79.48,2,1,1,5.41,2.7,2.7,9,3,61.2,33.33,27,536.8,53078.0,11,7,6,24,45.83,1.0,,100.0,0.0,0.0,,1.0,0.0,20.52,2.7,38.8,80.0,35.51
SCH0084,Govt. Primary School Wali,Patiala,Samana,378,Upper Primary,Punjabi,44,80.55,3,1,2,6.82,2.27,4.55,14,12,66.18,85.71,25,866.7,72652.0,12,3,8,23,52.17,6.0,100.0,80.0,75.0,33.33333333333333,66.66666666666666,2.83,1.0,19.45,2.27,33.82,43.33,24.72
SCH0279,Govt. Senior Secondary School Narayan,Unknown,Nihal Singh Wala,94,Secondary,Punjabi,33,77.68,2,1,0,6.06,3.03,0.0,8,5,68.6,62.5,23,489.5,51594.0,9,5,5,19,47.37,7.0,80.0,83.33333333333334,85.71428571428571,66.66666666666666,60.0,3.14,1.0,22.32,3.03,31.4,37.14,23.47
SCH0449,Govt. Primary School Keer,Ferozepur,Mamdot,362,Secondary,Hindi,38,81.73,4,4,1,10.53,10.53,2.63,11,9,71.38,81.82,18,563.2,39999.0,7,5,2,14,50.0,6.0,80.0,60.0,66.66666666666666,33.33333333333333,66.66666666666666,2.83,0.0,18.27,10.53,28.62,43.33,25.19
SCH0080,Govt. Elementary School Roy,Sangrur,Dhuri,214,Primary,Punjabi,35,78.74,1,1,1,2.86,2.86,2.86,9,9,76.13,100.0,23,486.7,49738.0,7,9,3,19,36.84,11.0,70.0,81.81818181818183,77.77777777777779,75.0,63.63636363636363,3.27,1.0,21.26,2.86,23.87,34.55,20.63
SCH0024,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi,43,82.19,3,1,1,6.98,2.33,2.33,9,6,75.07,66.67,25,618.9,53693.0,9,9,3,21,42.86,11.0,90.0,80.0,77.77777777777779,66.66666666666666,36.36363636363637,3.09,2.0,17.81,2.33,24.93,38.18,20.81
SCH0288,Govt. Middle School Goyal,Amritsar,Amritsar-Ii,200,Secondary,Hindi,37,83.61,4,4,4,10.81,10.81,10.81,17,12,68.79,70.59,18,484.3,42040.0,8,3,5,16,50.0,6.0,60.0,50.0,100.0,20.0,66.66666666666666,2.33,0.0,16.39,10.81,31.21,53.33,27.94
SCH0302,Govt. Middle School Sama,Amritsar,Tarn Taran,151,Upper Primary,English,32,81.61,6,5,1,18.75,15.62,3.12,17,13,60.67,76.47,27,754.6,62060.0,11,7,1,19,57.89,11.0,75.0,100.0,90.9090909090909,81.81818181818183,54.54545454545454,3.73,4.0,18.39,15.62,39.33,25.45,24.7
SCH0281,Govt. Elementary School Agarwal,Amritsar,Amritsar-Ii,218,Higher Secondary,Punjabi,25,83.62,3,2,0,12.0,8.0,0.0,12,10,63.16,83.33,24,558.5,56041.0,8,10,2,20,40.0,5.0,100.0,100.0,50.0,50.0,80.0,3.6,1.0,16.38,8.0,36.84,28.0,22.31
SCH0245,Govt. Senior Secondary School Sarkar,Ludhiana,Doraha,233,Primary,Hindi,40,80.37,5,2,1,12.5,5.0,2.5,15,14,65.36,93.33,23,530.1,60800.0,6,7,3,16,37.5,3.0,66.66666666666666,100.0,100.0,66.66666666666666,66.66666666666666,4.0,1.0,19.63,5.0,34.64,20.0,19.82
SCH0291,Govt. Elementary School Seth,Sangrur,Sunam,139,Higher Secondary,Punjabi,27,85.32,4,2,2,14.81,7.41,7.41,15,10,64.9,66.67,21,534.3,52123.0,8,4,2,14,57.14,5.0,100.0,60.0,60.0,60.0,50.0,3.2,1.0,14.68,7.41,35.1,36.0,23.3
SCH0330,Govt. Middle School Badami,Unknown,Moga-I,211,Higher Secondary,Hindi,40,80.16,6,5,1,15.0,12.5,2.5,17,12,76.36,70.59,17,481.4,37481.0,6,6,2,14,42.86,7.0,85.71428571428571,85.71428571428571,100.0,85.71428571428571,28.57142857142857,3.71,1.0,19.84,12.5,23.64,25.71,20.42
SCH0138,Govt. Primary School Gandhi,Moga,Moga-Ii,229,Secondary,Hindi,34,80.52,6,4,1,17.65,11.76,2.94,9,8,70.65,88.89,12,355.0,28551.0,3,5,1,9,33.33,6.0,50.0,83.33333333333334,66.66666666666666,50.0,16.666666666666664,2.67,0.0,19.48,11.76,29.35,46.67,26.82
SCH0189,Govt. Elementary School Mitter,Ferozepur,Mamdot,334,Secondary,Hindi,34,81.02,3,2,2,8.82,5.88,5.88,7,5,73.64,71.43,17,438.3,37177.0,8,0,2,10,80.0,5.0,75.0,100.0,60.0,75.0,80.0,3.6,0.0,18.98,5.88,26.36,28.0,19.81
SCH0166,Govt. Middle School Devi,Moga,Moga-Ii,54,Primary,Hindi,39,80.2,1,1,4,2.56,2.56,10.26,13,11,66.88,84.62,22,472.2,55734.0,7,11,2,20,35.0,3.0,33.33333333333333,100.0,100.0,66.66666666666666,50.0,3.0,0.0,19.8,2.56,33.12,40.0,23.87
SCH0297,Govt. Middle School Narayanan,Ludhiana,Doraha,312,Upper Primary,English,23,83.35,1,0,0,4.35,0.0,0.0,1,1,61.7,100.0,22,608.7,47669.0,8,10,2,20,40.0,6.0,100.0,66.66666666666666,100.0,60.0,50.0,3.5,1.0,16.65,0.0,38.3,30.0,21.24
SCH0010,Govt. Elementary School Mani,Patiala,Samana,148,Higher Secondary,Hindi,35,87.22,6,5,2,17.14,14.29,5.71,12,7,58.04,58.33,17,446.6,38180.0,10,3,3,16,62.5,6.0,80.0,100.0,50.0,50.0,50.0,3.0,1.0,12.78,14.29,41.96,40.0,27.26
SCH0197,Govt. Elementary School Dada,Moga,Nihal Singh Wala,106,Primary,Punjabi,31,81.06,3,1,1,9.68,3.23,3.23,12,9,61.23,75.0,27,624.8,57912.0,8,14,4,26,30.77,5.0,80.0,80.0,60.0,100.0,40.0,3.4,1.0,18.94,3.23,38.77,32.0,23.23
SCH0232,Govt. Primary School Choudhary,Ludhiana,Machhiwara,170,Upper Primary,Punjabi,33,81.29,6,1,0,18.18,3.03,0.0,13,12,69.84,92.31,16,209.5,45833.0,5,7,2,14,35.71,7.0,85.71428571428571,100.0,83.33333333333334,42.857142857142854,85.71428571428571,3.86,3.0,18.71,3.03,30.16,22.86,18.69
SCH0320,Govt. Middle School Dave,Amritsar,Amritsar-I,402,Primary,English,41,82.94,4,3,1,9.76,7.32,2.44,11,10,74.08,90.91,18,316.5,35773.0,5,5,2,12,41.67,5.0,60.0,80.0,100.0,60.0,20.0,3.0,0.0,17.06,7.32,25.92,40.0,22.57
SCH0266,Govt. Middle School Hora,Jalandhar,Phillaur,202,Primary,English,32,82.4,5,3,1,15.62,9.38,3.12,12,10,62.37,83.33,27,657.7,77510.0,9,13,2,24,37.5,3.0,66.66666666666666,66.66666666666666,100.0,66.66666666666666,0.0,3.0,0.0,17.6,9.38,37.63,40.0,26.15
SCH0085,Govt. Elementary School Bandi,Unknown,Unknown,189,Secondary,Hindi,33,79.15,3,2,1,9.09,6.06,3.03,12,9,69.78,75.0,14,309.9,28450.0,3,6,4,13,23.08,4.0,50.0,66.66666666666666,100.0,75.0,66.66666666666666,3.0,0.0,20.85,6.06,30.22,40.0,24.28
SCH0175,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi,33,81.26,2,1,1,6.06,3.03,3.03,18,13,63.07,72.22,19,482.3,36954.0,7,7,3,17,41.18,6.0,80.0,80.0,80.0,40.0,66.66666666666666,3.0,0.0,18.74,3.03,36.93,40.0,24.68
SCH0548,Govt. Elementary School Yohannan,Patiala,Rajpura,432,Secondary,Punjabi,35,85.67,3,2,3,8.57,5.71,8.57,13,9,76.71,69.23,19,456.7,43820.0,7,8,2,17,41.18,3.0,66.66666666666666,66.66666666666666,100.0,50.0,0.0,2.0,0.0,14.33,5.71,23.29,60.0,25.83
SCH0219,Govt. Senior Secondary School Oommen,Moga,Bagha Purana,370,Primary,Punjabi,30,79.97,2,1,1,6.67,3.33,3.33,15,13,61.01,86.67,25,615.0,54969.0,9,7,5,21,42.86,5.0,80.0,75.0,100.0,75.0,60.0,3.4,1.0,20.03,3.33,38.99,32.0,23.59
SCH0317,Govt. Middle School Purohit,Ferozepur,Unknown,399,Upper Primary,Hindi,46,84.0,4,2,2,8.7,4.35,4.35,10,8,67.55,80.0,15,296.1,34644.0,6,3,2,11,54.55,5.0,100.0,80.0,75.0,66.66666666666666,0.0,2.8,0.0,16.0,4.35,32.45,44.0,24.2
