procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,unit_missing,cost_missing,payment_status_missing,quantity_kg_available,cost_invalid,quantity_invalid
MDM001108,2025-06-18,SCH0525,S. Agro Works,Oil,24.9,KG,2988.0,Due,24.9,False,False,False,False,True,False,False
MDM011485,2025-11-14,SCH0123,Sharma & Sons,Dal,29700.0,GRAM,2673.0,Paid,29.7,False,False,False,False,True,False,False
MDM010443,2025-08-26,SCH0276,Sharma Traders Pvt Ltd,Dal,41700.0,GRAM,3753.0,Pending,41.7,False,False,False,False,True,False,False
MDM005287,2025-10-07,SCH0562,Goyal Rice Mill,Rice,,,828.0,Paid,,True,True,False,False,False,False,False
MDM006875,2025-08-20,SCH0587,Singh Brothers,Dal,,,4176.0,Pending,,True,True,False,False,False,False,False
MDM010693,2026-01-23,SCH0019,Sharma & Sons,Oil,58400.0,GRAM,7008.0,Due,58.4,False,False,False,False,True,False,False
MDM006928,2025-12-20,SCH0386,Sharma Traders,Dal,19100.0,GRAM,1719.0,,19.1,False,False,False,True,True,False,False
MDM003822,2026-01-04,SCH0258,Kumar & Co.,Oil,1.148,BAG_50KG,6888.0,Paid,57.4,False,False,False,False,True,False,False
MDM000374,2026-02-27,SCH0055,Singh Brothers,Rice,56.5,KG,,Due,56.5,False,False,True,False,True,False,False
MDM006077,2025-10-15,SCH0023,Sharma Traders,Wheat,1.144,BAG_50KG,1716.0,Paid,57.2,False,False,False,False,True,False,False
MDM001635,2025-08-09,SCH0555,Sharma & Sons,Dal,0.39,BAG_50KG,1755.0,Pending,19.5,False,False,False,False,True,False,False
MDM003430,2025-05-06,SCH0502,Kumar Supplies,Dal,,,1485.0,Paid,,True,True,False,False,False,False,False
MDM011940,2025-08-31,SCH0248,Kumar & Co.,Dal,55.0,KG,,,55.0,False,False,True,True,True,False,False
MDM007439,2025-09-21,SCH0413,Sharma Traders Pvt Ltd,Rice,14.7,KG,588.0,Due,14.7,False,False,False,False,True,False,False
MDM001023,2026-03-03,SCH0310,Sharma Traders Pvt Ltd,Oil,,,2088.0,Paid,,True,True,False,False,False,False,False
MDM005271,2025-12-17,SCH0372,Sharma & Sons,Oil,0.218,BAG_50KG,1308.0,Pending,10.9,False,False,False,False,True,False,False
MDM003679,2025-09-21,SCH0032,Sharma Traders Pvt Ltd,Dal,30400.0,GRAM,,Pending,30.4,False,False,True,False,True,False,False
MDM007925,2025-07-05,SCH0462,Singh Agro,Rice,53000.0,GRAM,2120.0,Pending,53.0,False,False,False,False,True,False,False
MDM006327,2025-05-15,SCH0339,Kumar General Store,Wheat,,,660.0,Paid,,True,True,False,False,False,False,False
MDM000745,2025-11-25,SCH0007,Kumar General Store,Rice,29.4,KG,1176.0,Paid,29.4,False,False,False,False,True,False,False
MDM010985,2025-07-31,SCH0463,Kumar General Store,Wheat,,,852.0,,,True,True,False,True,False,False,False
MDM004098,2025-07-14,SCH0054,Sharma Traders Pvt Ltd,Wheat,0.9520000000000001,BAG_50KG,1428.0,Pending,47.6,False,False,False,False,True,False,False
MDM003367,2025-07-15,SCH0370,Goyal Enterprises,Wheat,,,1083.0,Pending,,True,True,False,False,False,False,False
MDM008391,2026-02-03,SCH0365,Sharma Traders Pvt Ltd,Dal,33.1,KG,2979.0,Paid,33.1,False,False,False,False,True,False,False
MDM004703,2025-07-30,SCH0049,Goyal Mill,Dal,,,2295.0,,,True,True,False,True,False,False,False
MDM008869,2025-07-12,SCH0136,Sharma & Sons,Rice,0.522,BAG_50KG,1044.0,Paid,26.1,False,False,False,False,True,False,False
MDM001048,2025-10-26,SCH0387,Singh Agro,Wheat,,,1455.0,Due,,True,True,False,False,False,False,False
MDM010948,2025-10-23,SCH0070,Goyal Mill,Oil,0.91,BAG_50KG,5460.0,Paid,45.5,False,False,False,False,True,False,False
MDM004190,2025-11-10,SCH0385,Sharma Traders,Rice,24.9,KG,996.0,Paid,24.9,False,False,False,False,True,False,False
MDM000896,2026-02-01,SCH0339,Sharma & Sons,Oil,,,1812.0,,,True,True,False,True,False,False,False
MDM004405,2026-03-25,SCH0555,Kumar & Co.,Rice,31500.0,GRAM,1260.0,Paid,31.5,False,False,False,False,True,False,False
MDM008857,2025-07-16,SCH0313,Sharma & Sons,Dal,,,1827.0,Pending,,True,True,False,False,False,False,False
MDM001400,2026-02-03,SCH0161,Goyal Mill,Wheat,37.4,KG,1122.0,Due,37.4,False,False,False,False,True,False,False
MDM006770,2025-05-08,SCH0578,Sharma Traders Pvt Ltd,Rice,53500.0,GRAM,2140.0,,53.5,False,False,False,True,True,False,False
MDM005112,2025-05-17,SCH0398,Singh Brothers,Wheat,0.202,BAG_50KG,303.0,Paid,10.1,False,False,False,False,True,False,False
MDM001435,2025-08-20,SCH0437,Kumar & Co.,Oil,41.7,KG,5004.0,Due,41.7,False,False,False,False,True,False,False
MDM009975,2026-02-12,SCH0488,Kumar & Co.,Rice,36700.0,GRAM,1468.0,Paid,36.7,False,False,False,False,True,False,False
MDM003571,2025-12-02,SCH0368,Sharma Traders,Rice,16500.0,GRAM,660.0,Paid,16.5,False,False,False,False,True,False,False
MDM004641,2026-01-21,SCH0496,Sharma Traders Pvt Ltd,Dal,44.5,KG,4005.0,Pending,44.5,False,False,False,False,True,False,False
MDM000625,2026-02-16,SCH0374,Kumar & Co.,Oil,,,1428.0,Paid,,True,True,False,False,False,False,False
MDM009969,2025-07-12,SCH0288,Singh Agro,Wheat,,,312.0,Due,,True,True,False,False,False,False,False
MDM001693,2025-04-15,SCH0395,Sharma Traders Pvt Ltd,Wheat,14300.0,GRAM,429.0,Paid,14.3,False,False,False,False,True,False,False
MDM005588,2025-11-04,SCH0110,Sharma Traders Pvt Ltd,Dal,0.852,BAG_50KG,3834.0,Pending,42.6,False,False,False,False,True,False,False
MDM002733,2025-11-13,SCH0242,Goyal Rice Mill,Wheat,28.5,KG,855.0,Pending,28.5,False,False,False,False,True,False,False
MDM001428,2026-01-29,SCH0157,Kumar Supplies,Rice,,,1528.0,Paid,,True,True,False,False,False,False,False
MDM004505,2025-10-02,SCH0392,Singh Agro,Rice,17100.0,GRAM,684.0,Due,17.1,False,False,False,False,True,False,False
MDM007622,2025-11-01,SCH0406,Goyal Rice Mill,Wheat,43.1,KG,1293.0,Paid,43.1,False,False,False,False,True,False,False
MDM000120,2025-09-02,SCH0336,Kumar & Co.,Rice,33.0,KG,1320.0,Paid,33.0,False,False,False,False,True,False,False
MDM002391,2025-08-09,SCH0199,Singh Agro,Rice,,,2392.0,Pending,,True,True,False,False,False,False,False
MDM007055,2025-10-05,SCH0593,Sharma & Sons,Rice,50.0,KG,2000.0,Due,50.0,False,False,False,False,True,False,False
MDM010341,2025-06-04,SCH0335,Goyal Mill,Dal,,,3744.0,Paid,,True,True,False,False,False,False,False
MDM002418,2026-06-02,SCH0438,Goyal Mill,Wheat,57.3,KG,1719.0,Due,57.3,False,False,False,False,True,False,False
MDM011106,2026-03-12,SCH0431,Sharma Traders Pvt Ltd,Oil,32700.0,GRAM,3924.0,Paid,32.7,False,False,False,False,True,False,False
MDM010588,2026-02-16,SCH0281,Singh Agro,Dal,0.6679999999999999,BAG_50KG,3006.0,Due,33.4,False,False,False,False,True,False,False
MDM003239,2025-08-13,SCH0496,Sharma Traders Pvt Ltd,Wheat,,,1152.0,Due,,True,True,False,False,False,False,False
MDM005688,2025-05-13,SCH0037,Sharma Traders,Oil,33.2,KG,3984.0,Due,33.2,False,False,False,False,True,False,False
MDM005844,2025-12-30,SCH0540,Kumar Supplies,Rice,45300.0,GRAM,1812.0,Paid,45.3,False,False,False,False,True,False,False
MDM011040,2025-07-29,SCH0148,Kumar Supplies,Rice,35.4,KG,1416.0,Pending,35.4,False,False,False,False,True,False,False
MDM005364,2025-08-03,SCH0572,Kumar Supplies,Dal,1.078,BAG_50KG,4851.0,Paid,53.9,False,False,False,False,True,False,False
MDM011216,2025-10-20,SCH0575,Goyal Rice Mill,Rice,0.9079999999999999,BAG_50KG,1816.0,Paid,45.4,False,False,False,False,True,False,False
MDM004823,2025-12-07,SCH0372,S. Agro Works,Dal,42.2,KG,3798.0,Pending,42.2,False,False,False,False,True,False,False
MDM002541,2025-04-22,SCH0251,Kumar & Co.,Oil,33.2,KG,3984.0,Pending,33.2,False,False,False,False,True,False,False
MDM008299,2025-08-02,SCH0226,S. Agro Works,Wheat,,,1623.0,,,True,True,False,True,False,False,False
MDM005035,2025-07-06,SCH0311,Singh Brothers,Dal,13200.0,GRAM,1188.0,Paid,13.2,False,False,False,False,True,False,False
MDM001531,2026-03-07,SCH0273,Kumar & Co.,Wheat,0.54,BAG_50KG,810.0,Paid,27.0,False,False,False,False,True,False,False
MDM002639,2025-09-16,SCH0050,S. Agro Works,Wheat,1.12,BAG_50KG,1680.0,Pending,56.0,False,False,False,False,True,False,False
MDM009022,2025-12-25,SCH0523,Kumar Supplies,Rice,58900.0,GRAM,2356.0,Paid,58.9,False,False,False,False,True,False,False
MDM006947,2025-08-17,SCH0027,S. Agro Works,Oil,48.1,KG,5772.0,Paid,48.1,False,False,False,False,True,False,False
MDM001942,2025-10-13,SCH0414,Singh Brothers,Wheat,,,1377.0,,,True,True,False,True,False,False,False
MDM004848,2025-08-28,SCH0259,Goyal Enterprises,Wheat,52.9,KG,1587.0,Due,52.9,False,False,False,False,True,False,False
MDM004768,2025-11-11,SCH0437,Singh Agro,Oil,,,2376.0,Paid,,True,True,False,False,False,False,False
MDM007114,2025-10-13,SCH0206,Sharma Traders,Dal,35300.0,GRAM,3177.0,Paid,35.3,False,False,False,False,True,False,False
MDM001054,2026-02-13,SCH0122,Kumar & Co.,Oil,27600.0,GRAM,3312.0,Due,27.6,False,False,False,False,True,False,False
MDM001946,2025-06-05,SCH0379,Goyal Mill,Dal,0.304,BAG_50KG,,Paid,15.2,False,False,True,False,True,False,False
MDM011967,2025-11-03,SCH0335,Goyal Mill,Wheat,35.9,KG,1077.0,Paid,35.9,False,False,False,False,True,False,False
MDM011245,2026-01-13,SCH0386,Sharma & Sons,Dal,57400.0,GRAM,5166.0,Due,57.4,False,False,False,False,True,False,False
MDM011102,2025-11-18,SCH0037,Kumar Supplies,Rice,40.5,KG,1620.0,Paid,40.5,False,False,False,False,True,False,False
MDM005698,2026-01-26,SCH0110,Goyal Mill,Rice,50300.0,GRAM,2012.0,Paid,50.3,False,False,False,False,True,False,False
MDM003089,2025-04-14,SCH0404,Kumar Supplies,Dal,15100.0,GRAM,1359.0,,15.1,False,False,False,True,True,False,False
MDM001651,2026-03-08,SCH0268,Kumar & Co.,Oil,19000.0,GRAM,2280.0,Paid,19.0,False,False,False,False,True,False,False
MDM010342,2026-01-24,SCH0251,Sharma Traders Pvt Ltd,Dal,11.9,KG,1071.0,,11.9,False,False,False,True,True,False,False
MDM007459,2025-03-09,SCH0234,Kumar & Co.,Dal,24.0,KG,2160.0,Pending,24.0,False,False,False,False,True,False,False
MDM005779,2025-11-07,SCH0211,Sharma Traders,Dal,19700.0,GRAM,1773.0,,19.7,False,False,False,True,True,False,False
MDM001796,2025-07-09,SCH0392,Goyal Mill,Rice,,,2236.0,Due,,True,True,False,False,False,False,False
MDM002472,2025-08-23,SCH0532,Singh Brothers,Dal,27400.0,GRAM,2466.0,Due,27.4,False,False,False,False,True,False,False
MDM004683,2025-06-14,SCH0066,Goyal Mill,Rice,50700.0,GRAM,2028.0,Paid,50.7,False,False,False,False,True,False,False
MDM005265,2026-01-21,SCH0280,Goyal Enterprises,Dal,30.5,KG,2745.0,Paid,30.5,False,False,False,False,True,False,False
MDM007310,2025-05-10,SCH0262,Singh Brothers,Oil,23.0,KG,2760.0,Due,23.0,False,False,False,False,True,False,False
MDM009020,2025-08-27,SCH0534,Goyal Mill,Wheat,0.868,BAG_50KG,1302.0,Paid,43.4,False,False,False,False,True,False,False
MDM000425,2025-07-30,SCH0588,Sharma Traders Pvt Ltd,Oil,36.3,KG,4356.0,Pending,36.3,False,False,False,False,True,False,False
MDM000555,2026-01-15,SCH0083,Sharma Traders,Dal,43600.0,GRAM,3924.0,,43.6,False,False,False,True,True,False,False
MDM005217,2025-09-26,SCH0326,S. Agro Works,Wheat,,,1725.0,Paid,,True,True,False,False,False,False,False
MDM009807,2025-10-06,SCH0257,Singh Agro,Dal,42200.0,GRAM,3798.0,Due,42.2,False,False,False,False,True,False,False
MDM000488,2026-03-10,SCH0411,Sharma & Sons,Oil,41.7,KG,5004.0,Paid,41.7,False,False,False,False,True,False,False
MDM005602,2025-06-17,SCH0422,Sharma Traders Pvt Ltd,Oil,54.1,KG,6492.0,Due,54.1,False,False,False,False,True,False,False
MDM003438,2025-12-19,SCH0449,Kumar General Store,Rice,29100.0,GRAM,1164.0,,29.1,False,False,False,True,True,False,False
MDM003209,2025-11-22,SCH0485,Singh Brothers,Oil,,,1836.0,Paid,,True,True,False,False,False,False,False
MDM003690,2025-12-30,SCH0328,S. Agro Works,Oil,,,6168.0,Pending,,True,True,False,False,False,False,False
MDM006968,2025-09-26,SCH0056,Singh Agro,Rice,0.92,BAG_50KG,1840.0,Paid,46.0,False,False,False,False,True,False,False
MDM002367,2025-04-28,SCH0074,Goyal Enterprises,Dal,,,2907.0,Paid,,True,True,False,False,False,False,False
MDM010630,2026-03-26,SCH0252,Goyal Rice Mill,Wheat,0.428,BAG_50KG,642.0,,21.4,False,False,False,True,True,False,False
MDM003313,2025-05-23,SCH0518,Goyal Rice Mill,Rice,57200.0,GRAM,2288.0,Paid,57.2,False,False,False,False,True,False,False
MDM007461,2025-12-07,SCH0059,Goyal Rice Mill,Oil,,,6696.0,Due,,True,True,False,False,False,False,False
MDM000469,2026-01-31,SCH0393,Goyal Enterprises,Rice,10.7,KG,428.0,,10.7,False,False,False,True,True,False,False
MDM007301,2025-06-29,SCH0137,Singh Agro,Rice,38.1,KG,1524.0,Paid,38.1,False,False,False,False,True,False,False
MDM004338,2025-04-04,SCH0077,Sharma Traders,Rice,0.838,BAG_50KG,1676.0,Pending,41.9,False,False,False,False,True,False,False
MDM004707,2026-03-18,SCH0276,Sharma Traders,Wheat,0.44,BAG_50KG,660.0,Paid,22.0,False,False,False,False,True,False,False
MDM011420,2025-10-13,SCH0474,Singh Agro,Atta,,,1524.0,Pending,,True,True,False,False,False,False,False
MDM004421,2025-08-04,SCH0540,Sharma & Sons,Rice,,,1208.0,Paid,,True,True,False,False,False,False,False
MDM011028,2025-06-07,SCH0591,Sharma Traders,Rice,40100.0,GRAM,1604.0,Pending,40.1,False,False,False,False,True,False,False
MDM001563,2025-12-05,SCH0248,Goyal Enterprises,Dal,,,1404.0,Pending,,True,True,False,False,False,False,False
MDM004484,2025-12-31,SCH0271,Singh Agro,Oil,,,2796.0,Paid,,True,True,False,False,False,False,False
MDM005944,2026-03-11,SCH0144,Kumar & Co.,Wheat,,,,Paid,,True,True,True,False,False,False,False
MDM004097,2025-11-21,SCH0494,Kumar & Co.,Rice,,,1260.0,Paid,,True,True,False,False,False,False,False
MDM001740,2025-11-07,SCH0476,Singh Agro,Rice,20700.0,GRAM,828.0,Paid,20.7,False,False,False,False,True,False,False
MDM006207,2025-11-20,SCH0339,Kumar & Co.,Wheat,25.6,KG,768.0,,25.6,False,False,False,True,True,False,False
MDM002632,2025-06-14,SCH0204,S. Agro Works,Wheat,35.3,KG,1059.0,Pending,35.3,False,False,False,False,True,False,False
MDM008582,2026-01-21,SCH0548,Singh Brothers,Oil,,,4260.0,Pending,,True,True,False,False,False,False,False
MDM002175,2025-12-14,SCH0165,Singh Agro,Rice,18600.0,GRAM,744.0,,18.6,False,False,False,True,True,False,False
MDM000178,2025-06-28,SCH0471,Sharma Traders,Dal,18200.0,GRAM,1638.0,Pending,18.2,False,False,False,False,True,False,False
MDM003708,2025-07-17,SCH0002,Sharma Traders Pvt Ltd,Wheat,41.7,KG,1251.0,Paid,41.7,False,False,False,False,True,False,False
MDM005024,2025-04-05,SCH0074,Kumar Supplies,Oil,13.4,KG,1608.0,Paid,13.4,False,False,False,False,True,False,False
MDM007664,2025-10-03,SCH0537,Sharma & Sons,Dal,1.056,BAG_50KG,4752.0,,52.8,False,False,False,True,True,False,False
MDM006863,2025-10-13,SCH0192,Goyal Mill,Rice,0.32,BAG_50KG,640.0,Paid,16.0,False,False,False,False,True,False,False
MDM002129,2026-01-10,SCH0358,Goyal Enterprises,Wheat,12400.0,GRAM,372.0,,12.4,False,False,False,True,True,False,False
MDM007707,2026-01-08,SCH0008,Goyal Rice Mill,Dal,45.6,KG,4104.0,Pending,45.6,False,False,False,False,True,False,False
MDM009630,2026-03-03,SCH0413,Goyal Rice Mill,Wheat,,,,,,True,True,True,True,False,False,False
MDM005895,2026-01-16,SCH0208,Kumar Supplies,Wheat,0.416,BAG_50KG,624.0,Due,20.8,False,False,False,False,True,False,False
MDM008588,2025-05-11,SCH0595,S. Agro Works,Atta,,,708.0,Paid,,True,True,False,False,False,False,False
MDM005062,2025-07-22,SCH0364,Kumar Supplies,Wheat,,,939.0,Paid,,True,True,False,False,False,False,False
MDM000246,2025-05-13,SCH0529,Sharma Traders,Dal,56300.0,GRAM,5067.0,Pending,56.3,False,False,False,False,True,False,False
MDM009700,2025-04-10,SCH0597,Singh Brothers,Dal,35400.0,GRAM,3186.0,,35.4,False,False,False,True,True,False,False
MDM003287,2025-08-22,SCH0285,Goyal Enterprises,Oil,0.434,BAG_50KG,2604.0,Paid,21.7,False,False,False,False,True,False,False
MDM002969,2026-03-24,SCH0245,Sharma & Sons,Oil,,,5076.0,Paid,,True,True,False,False,False,False,False
MDM006831,2025-11-27,SCH0464,Goyal Enterprises,Rice,23000.0,GRAM,920.0,Pending,23.0,False,False,False,False,True,False,False
MDM005962,2025-06-30,SCH0308,Singh Brothers,Wheat,49200.0,GRAM,1476.0,Pending,49.2,False,False,False,False,True,False,False
MDM009328,2025-08-23,SCH0276,Goyal Mill,Wheat,,,321.0,Pending,,True,True,False,False,False,False,False
MDM001492,2026-03-02,SCH0052,Kumar & Co.,Wheat,36400.0,GRAM,1092.0,Paid,36.4,False,False,False,False,True,False,False
MDM006085,2025-07-24,SCH0386,Goyal Rice Mill,Rice,11000.0,GRAM,440.0,Due,11.0,False,False,False,False,True,False,False
MDM001283,2025-11-01,SCH0326,Singh Agro,Oil,40.7,KG,4884.0,,40.7,False,False,False,True,True,False,False
MDM005525,2025-05-22,SCH0106,Kumar Supplies,Dal,,,3942.0,Paid,,True,True,False,False,False,False,False
MDM000674,2025-09-24,SCH0484,S. Agro Works,Wheat,35.8,KG,1074.0,Pending,35.8,False,False,False,False,True,False,False
MDM008030,2026-03-17,SCH0586,Kumar & Co.,Wheat,1.042,BAG_50KG,1563.0,Paid,52.1,False,False,False,False,True,False,False
MDM001698,2026-03-08,SCH0068,Goyal Mill,Oil,,,5040.0,Pending,,True,True,False,False,False,False,False
MDM005825,2025-11-14,SCH0102,Sharma & Sons,Wheat,,,1545.0,Pending,,True,True,False,False,False,False,False
MDM005598,2026-03-23,SCH0304,Sharma & Sons,Wheat,,,627.0,Pending,,True,True,False,False,False,False,False
MDM007559,2026-03-22,SCH0087,S. Agro Works,Wheat,,,1548.0,Paid,,True,True,False,False,False,False,False
MDM003448,2025-01-04,SCH0485,Sharma Traders Pvt Ltd,Dal,39400.0,GRAM,3546.0,Paid,39.4,False,False,False,False,True,False,False
MDM004119,2025-10-17,SCH0025,Kumar & Co.,Dal,23400.0,GRAM,2106.0,Due,23.4,False,False,False,False,True,False,False
MDM008198,2025-01-09,SCH0037,Singh Agro,Oil,1.038,BAG_50KG,,,51.9,False,False,True,True,True,False,False
MDM009894,2025-07-18,SCH0110,Sharma Traders,Atta,58.2,KG,1746.0,Pending,58.2,False,False,False,False,True,False,False
MDM005381,2025-08-15,SCH0417,Kumar Supplies,Atta,18.4,KG,552.0,Paid,18.4,False,False,False,False,True,False,False
MDM000462,2025-06-11,SCH0098,Kumar & Co.,Rice,,,1544.0,Paid,,True,True,False,False,False,False,False
MDM002010,2025-10-14,SCH0583,Goyal Mill,Oil,,,3204.0,Paid,,True,True,False,False,False,False,False
MDM003376,2025-12-23,SCH0171,Goyal Enterprises,Rice,,,1700.0,,,True,True,False,True,False,False,False
MDM001324,2025-01-05,SCH0447,Kumar & Co.,Rice,57400.0,GRAM,2296.0,Due,57.4,False,False,False,False,True,False,False
MDM004090,2025-06-09,SCH0064,Goyal Mill,Wheat,24.1,KG,723.0,Due,24.1,False,False,False,False,True,False,False
MDM001176,2026-01-26,SCH0014,Kumar General Store,Oil,44.0,KG,5280.0,Paid,44.0,False,False,False,False,True,False,False
MDM001179,2025-04-18,SCH0377,Singh Agro,Atta,0.258,BAG_50KG,387.0,Due,12.9,False,False,False,False,True,False,False
MDM010271,2025-11-19,SCH0081,Kumar Supplies,Wheat,,,1776.0,Paid,,True,True,False,False,False,False,False
MDM010157,2025-07-25,SCH0446,Kumar General Store,Oil,19700.0,GRAM,2364.0,Paid,19.7,False,False,False,False,True,False,False
MDM000015,2026-02-05,SCH0412,Singh Agro,Oil,0.4320000000000001,BAG_50KG,2592.0,Due,21.6,False,False,False,False,True,False,False
MDM008507,2025-03-10,SCH0088,Singh Agro,Rice,0.604,BAG_50KG,1208.0,Pending,30.2,False,False,False,False,True,False,False
MDM003743,2026-03-28,SCH0402,Kumar & Co.,Rice,,,2108.0,,,True,True,False,True,False,False,False
MDM008359,2025-10-30,SCH0090,Kumar Supplies,Oil,48500.0,GRAM,5820.0,Paid,48.5,False,False,False,False,True,False,False
MDM010204,2025-09-18,SCH0423,Kumar Supplies,Wheat,,,1596.0,,,True,True,False,True,False,False,False
MDM001744,2025-04-21,SCH0503,Sharma Traders,Oil,27.6,KG,3312.0,,27.6,False,False,False,True,True,False,False
MDM003131,2026-03-14,SCH0101,Singh Agro,Oil,0.388,BAG_50KG,2328.0,Paid,19.4,False,False,False,False,True,False,False
MDM001069,2025-01-08,SCH0097,Kumar General Store,Oil,,,1644.0,Paid,,True,True,False,False,False,False,False
MDM001370,2025-12-22,SCH0335,Goyal Mill,Oil,49600.0,GRAM,5952.0,Pending,49.6,False,False,False,False,True,False,False
MDM001884,2025-05-05,SCH0151,Kumar Supplies,Oil,10800.0,GRAM,1296.0,Paid,10.8,False,False,False,False,True,False,False
MDM005050,2025-06-23,SCH0402,Sharma & Sons,Wheat,,,1479.0,Paid,,True,True,False,False,False,False,False
MDM005355,2025-04-26,SCH0593,Singh Brothers,Wheat,55100.0,GRAM,1653.0,Paid,55.1,False,False,False,False,True,False,False
MDM009097,2026-10-01,SCH0118,Goyal Mill,Wheat,,,1644.0,Due,,True,True,False,False,False,False,False
MDM005806,2025-05-18,SCH0112,Kumar General Store,Dal,56.2,KG,5058.0,Paid,56.2,False,False,False,False,True,False,False
MDM008311,2025-11-03,SCH0551,Goyal Rice Mill,Oil,1.012,BAG_50KG,6072.0,Paid,50.6,False,False,False,False,True,False,False
MDM004666,2025-11-21,SCH0534,Sharma Traders,Wheat,21200.0,GRAM,636.0,Pending,21.2,False,False,False,False,True,False,False
MDM005864,2025-08-26,SCH0273,Goyal Enterprises,Dal,,,2223.0,Paid,,True,True,False,False,False,False,False
MDM008349,2025-10-31,SCH0037,Goyal Enterprises,Oil,46400.0,GRAM,5568.0,Pending,46.4,False,False,False,False,True,False,False
MDM011203,2025-05-04,SCH0286,Singh Agro,Wheat,40.6,KG,1218.0,Paid,40.6,False,False,False,False,True,False,False
MDM007307,2025-09-18,SCH0341,Kumar General Store,Wheat,,,1308.0,Paid,,True,True,False,False,False,False,False
MDM002289,2025-06-05,SCH0293,Sharma Traders Pvt Ltd,Oil,,,5844.0,Paid,,True,True,False,False,False,False,False
MDM002125,2026-02-20,SCH0524,Goyal Enterprises,Rice,,,1240.0,Paid,,True,True,False,False,False,False,False
MDM005370,2025-05-19,SCH0084,Kumar Supplies,Rice,49.3,KG,1972.0,Due,49.3,False,False,False,False,True,False,False
MDM009291,2026-03-02,SCH0233,Singh Brothers,Oil,,,1428.0,Paid,,True,True,False,False,False,False,False
MDM005336,2026-02-22,SCH0259,Kumar General Store,Oil,25.8,KG,3096.0,Due,25.8,False,False,False,False,True,False,False
MDM002413,2026-03-23,SCH0046,Kumar General Store,Oil,,,4692.0,Paid,,True,True,False,False,False,False,False
MDM002849,2025-05-25,SCH0500,Goyal Enterprises,Wheat,1.16,BAG_50KG,1740.0,,58.0,False,False,False,True,True,False,False
MDM007494,2025-11-11,SCH0328,Singh Agro,Dal,0.628,BAG_50KG,2826.0,Paid,31.4,False,False,False,False,True,False,False
MDM002702,2025-12-22,SCH0280,Sharma Traders Pvt Ltd,Oil,0.3,BAG_50KG,1800.0,Paid,15.0,False,False,False,False,True,False,False
MDM006450,2025-10-05,SCH0004,Goyal Mill,Dal,,,1026.0,Due,,True,True,False,False,False,False,False
MDM002237,2025-06-25,SCH0174,Sharma Traders,Dal,,,5040.0,Pending,,True,True,False,False,False,False,False
MDM011678,2025-11-13,SCH0087,Goyal Rice Mill,Wheat,,,1431.0,Paid,,True,True,False,False,False,False,False
MDM006671,2025-05-29,SCH0369,Sharma & Sons,Rice,27700.0,GRAM,1108.0,Paid,27.7,False,False,False,False,True,False,False
MDM005479,2025-05-06,SCH0156,Sharma Traders,Dal,,,2844.0,Pending,,True,True,False,False,False,False,False
MDM000215,2025-07-07,SCH0064,Kumar Supplies,Wheat,45.2,KG,1356.0,Pending,45.2,False,False,False,False,True,False,False
MDM003345,2025-06-10,SCH0267,Singh Agro,Wheat,,,1617.0,Pending,,True,True,False,False,False,False,False
MDM006735,2025-10-28,SCH0179,Sharma Traders,Oil,0.336,BAG_50KG,2016.0,Paid,16.8,False,False,False,False,True,False,False
MDM010667,2025-07-06,SCH0129,Goyal Enterprises,Wheat,36.2,KG,1086.0,Paid,36.2,False,False,False,False,True,False,False
MDM007119,2025-05-26,SCH0552,Sharma & Sons,Rice,,,1268.0,Paid,,True,True,False,False,False,False,False
MDM002349,2026-01-01,SCH0544,Sharma Traders Pvt Ltd,Oil,58500.0,GRAM,7020.0,Paid,58.5,False,False,False,False,True,False,False
MDM005000,2025-07-09,SCH0151,Kumar General Store,Rice,44.5,KG,1780.0,Pending,44.5,False,False,False,False,True,False,False
MDM009408,2025-06-13,SCH0319,Goyal Mill,Oil,30.7,KG,3684.0,Pending,30.7,False,False,False,False,True,False,False
MDM003489,2025-10-04,SCH0185,Sharma Traders Pvt Ltd,Oil,,,4692.0,Pending,,True,True,False,False,False,False,False
MDM006192,2025-02-07,SCH0358,Singh Brothers,Dal,0.742,BAG_50KG,3339.0,Paid,37.1,False,False,False,False,True,False,False
MDM008457,2025-05-02,SCH0457,Goyal Enterprises,Wheat,19.0,KG,570.0,Pending,19.0,False,False,False,False,True,False,False
MDM005712,2026-01-22,SCH0256,S. Agro Works,Rice,0.912,BAG_50KG,1824.0,Paid,45.6,False,False,False,False,True,False,False
MDM002610,2025-12-31,SCH0430,Kumar General Store,Rice,0.634,BAG_50KG,1268.0,Due,31.7,False,False,False,False,True,False,False
MDM009058,2025-11-12,SCH0365,Sharma Traders,Atta,36.7,KG,1101.0,Pending,36.7,False,False,False,False,True,False,False
MDM003596,2025-09-02,SCH0321,Kumar General Store,Oil,0.9179999999999999,BAG_50KG,5508.0,Paid,45.9,False,False,False,False,True,False,False
MDM011702,2026-02-16,SCH0166,Goyal Mill,Rice,,,2212.0,Paid,,True,True,False,False,False,False,False
MDM003992,2025-10-28,SCH0415,Sharma & Sons,Dal,,,3618.0,Pending,,True,True,False,False,False,False,False
MDM004460,2026-03-09,SCH0470,S. Agro Works,Dal,,,4176.0,Paid,,True,True,False,False,False,False,False
MDM009454,2026-03-07,SCH0577,S. Agro Works,Wheat,10500.0,GRAM,315.0,Pending,10.5,False,False,False,False,True,False,False
